STARTcounty,hundred,area,pla,agr_share_1831,NrGentry,mills,fivemilegrid_id,tenmilegrid_id,copyhold_count_1850,market_1600,valordummy,mill,lLStax_pc,perc_catholics_1800,ind_share_1831,North_South,East_West
LEICESTERSHIRE,EAST GOSCOTE,5.8106835,HALSTEAD,.72916669,0,0,6101,1543,,,1,0,3.6713016,0,.20833333,0,1
LEICESTERSHIRE,EAST GOSCOTE,6.115548,TILTON,.8108108,0,0,6101,1543,,,1,0,2.9444389,0,.13513513,0,1
LEICESTERSHIRE,EAST GOSCOTE,1.8580655,WHATBOROUGH,1,0,0,6101,1543,,,1,0,0,0,0,0,1
LEICESTERSHIRE,FRAMLAND,2.9753365,WITHCOTE,.66666669,0,0,6102,1543,,,0,0,7.7836404,0,0,0,1
LEICESTERSHIRE,EAST GOSCOTE,5.047657,LAUNDE,,0,0,6101,1543,,,1,0,2.358155,0,,0,1
LEICESTERSHIRE,EAST GOSCOTE,7.6333225,LODDINGTON,.62857145,1,0,6101,1543,,,1,0,2.6787357,0,.2857143,0,1
LEICESTERSHIRE,EAST GOSCOTE,8.85769,SKEFFINGTON,.62162161,1,0,6101,1543,,,1,0,3.5112138,0,.32432431,0,1
LEICESTERSHIRE,EAST GOSCOTE,5.5172255,TUGBY,.67605633,1,0,5997,1491,,,1,0,4.1798024,0,.21126761,0,1
LEICESTERSHIRE,WEST GOSCOTE,3.5018965,THRINGSTON,.14511041,1,0,6406,1591,,,1,0,0,0,.44479495,0,1
LEICESTERSHIRE,GARTREE,3.4102335,KEYTHORPE,,0,0,5997,1491,,,0,0,0,,,0,1
LEICESTERSHIRE,EAST GOSCOTE,4.761589,EAST NORTON,.67647058,1,0,5997,1491,,,1,0,3.8642323,0,.23529412,0,1
LEICESTERSHIRE,EAST GOSCOTE,4.06749125,ALLEXTON,.5625,1,0,5998,1491,,,0,0,3.4487658,0,.3125,0,1
LEICESTERSHIRE,GARTREE,3.7311555,GOADBY,.96666664,1,0,5997,1491,,,1,0,2.9311938,0,0,0,1
LEICESTERSHIRE,GARTREE,4.4526325,ROLLESTON,.72727275,0,0,5996,1490,,,0,0,3.8869102,0,0,0,1
LEICESTERSHIRE,GARTREE,8.762893999999999,BILLESDON,.34343433,1,0,6100,1542,,,1,0,3.163363,0,.44444445,0,1
LEICESTERSHIRE,GARTREE,7.585211,HOUGHTON ON THE HILL,.57575756,2,0,6099,1542,,,1,0,4.4972668,0,.27272728,0,1
LEICESTERSHIRE,GARTREE,3.99645775,KING'S NORTON,.94736844,0,0,5995,1490,,,1,0,0,0,0,0,1
LEICESTERSHIRE,GARTREE,2.94043275,LITTLE STRETTON,,1,0,5995,1490,,,1,0,3.0349529,,,0,1
LEICESTERSHIRE,GARTREE,3.8655515,GALBY,.875,0,0,5996,1490,,,1,0,0,0,.041666668,0,1
LEICESTERSHIRE,WEST GOSCOTE,5.3530795,CHARLEY,.92307693,0,0,6303,1592,,,0,0,0,0,0,0,1
LEICESTERSHIRE,GARTREE,3.92191,FRISBY,.85714287,0,0,6100,1542,,,0,0,4.3694477,0,0,0,1
LEICESTERSHIRE,GARTREE,5.503887,ILLSTON ON THE HILL,.78378379,1,0,5996,1490,,,1,0,3.2881446,0,.1891892,0,1
LEICESTERSHIRE,GARTREE,5.6183425,CARLTON CURLIEU,.5,0,0,5996,1490,,,0,0,3.6109178,0,0,0,1
LEICESTERSHIRE,GARTREE,5.2863025,SHANGTON,1,0,0,5996,1490,,,0,0,3.7489924,0,0,0,1
LEICESTERSHIRE,GARTREE,4.869915,STONTON WYVILLE,.84615386,0,0,5892,1490,,,0,0,4.2616363,0,.15384616,0,1
LEICESTERSHIRE,GARTREE,3.9339735,GLOOSTON,.80000001,0,0,5893,1491,,,0,0,3.9512436,0,.2,0,1
LEICESTERSHIRE,GARTREE,3.3299495,CRANOE,.80645162,0,0,5893,1491,,,0,0,3.3404126,0,.16129032,0,1
LEICESTERSHIRE,GARTREE,6.109719,SLAWSTON,.5714286,1,0,5893,1491,,,1,0,4.5606651,0,.20634921,0,1
LEICESTERSHIRE,GARTREE,12.305404,HALLATON,.40000001,1,0,5997,1491,,1,1,0,3.9330504,.0015313936,.42941177,0,1
LEICESTERSHIRE,GARTREE,.9067408085937499,BLASTON ST MICHAEL,,0,0,5894,1491,,,0,0,0,,,0,1
LEICESTERSHIRE,WEST GOSCOTE,9.734463,PACKINGTON,.50531918,0,0,6301,1591,,0,1,0,2.5930409,.006849315,.2606383,0,1
LEICESTERSHIRE,WEST GOSCOTE,19.136404375,SNIBSTON,.33178654,1,0,6302,1591,,0,1,0,0,.0064432989,.13457076,0,1
LEICESTERSHIRE,SPARKENHOE,5.2207555,BARDON,1,0,0,6303,1592,,,1,0,0,0,0,0,1
LEICESTERSHIRE,GARTREE,4.19720128125,BLASTON ST GILES,.47368422,0,0,5894,1491,,,1,0,3.713572,0,0,0,1
LEICESTERSHIRE,GARTREE,4.879629,HORNINGHOLD,.8214286,0,0,5998,1491,,,0,0,3.5856533,0,.14285715,0,1
LEICESTERSHIRE,GARTREE,4.36885,STOCKERSTON,.78947371,0,0,5998,1491,,,0,0,3.5505748,0,0,0,1
LEICESTERSHIRE,GARTREE,2.1533705,HOLYOAKS,1,0,0,5895,1492,,,1,0,4.1108737,0,0,0,1
LEICESTERSHIRE,GARTREE,9.478790999999999,GREAT EASTON,,2,0,5895,1492,,,0,0,3.9702919,,,0,1
LEICESTERSHIRE,GARTREE,2.088931875,BRINGHURST,,0,0,5895,1492,,,0,0,0,,,0,1
LEICESTERSHIRE,GARTREE,3.05014875,DRAYTON,.68627453,1,0,5894,1491,,,0,0,0,0,.15686275,0,1
LEICESTERSHIRE,GARTREE,4.7569645,NEVILL HOLT,,0,0,5894,1491,,,0,0,3.3916278,,,0,1
LEICESTERSHIRE,GARTREE,7.480885,MEDBOURNE,.3923077,1,0,5894,1491,,,0,0,3.3386769,.055855855,.2923077,0,1
LEICESTERSHIRE,GARTREE,4.632837,WELHAM,.94736844,0,0,5893,1491,,,1,0,3.6038425,0,.052631579,0,1
LEICESTERSHIRE,WEST GOSCOTE,7.2277425,ULVERSCROFT,.86363637,0,0,6304,1592,,,1,0,0,0,.090909094,0,1
LEICESTERSHIRE,GARTREE,5.6600435,TUR LANGTON,.43298969,0,0,5892,1490,,,0,0,3.7421641,0,.15463917,0,1
LEICESTERSHIRE,GARTREE,9.339696,WEST LANGTON,.43421054,1,0,5892,1490,,,0,0,3.5862036,0,.21052632,0,1
LEICESTERSHIRE,GARTREE,4.00704275,EAST LANGTON,,1,0,5892,1490,,,0,0,3.4364655,,,0,1
LEICESTERSHIRE,GARTREE,4.786265,THORPE LANGTON,.66176468,0,0,5893,1491,,,0,0,4.4698639,0,.16176471,0,1
LEICESTERSHIRE,GARTREE,12.851588,GREAT BOWDEN,.5731225,0,0,5788,1438,,,0,0,0,0,.24505928,0,1
LEICESTERSHIRE,GARTREE,.257358125,MARKET HARBOROUGH,.020895522,3,1,5788,1438,,1,0,1,3.6185529,0,.45522389,0,1
LEICESTERSHIRE,GARTREE,11.059672,LUBENHAM,.47972974,2,0,5788,1438,,0,0,0,3.2866983,0,.19594595,0,1
LEICESTERSHIRE,GARTREE,5.643495,GUMLEY,.45454547,0,0,5787,1438,,,0,0,3.8501475,0,.1969697,0,1
LEICESTERSHIRE,GARTREE,5.5587645,SMEETON WESTERBY,.23076923,1,0,5891,1490,2,,0,0,3.6635616,.0021052631,.18803419,0,1
LEICESTERSHIRE,GARTREE,5.271475,KIBWORTH BEAUCHAMP,.19742489,2,0,5891,1490,2,0,0,0,4.1256671,.00097560976,.35193133,0,1
LEICESTERSHIRE,WEST GOSCOTE,12.406675,NEWTON LINFORD,.68548387,0,0,6200,1540,,,0,0,5.1156387,0,.14516129,0,1
LEICESTERSHIRE,GARTREE,7.759819,BURTON OVERY,.36893204,0,0,5995,1490,,,1,0,3.6423595,0,.25242719,0,1
LEICESTERSHIRE,GARTREE,8.755516999999999,GREAT GLEN,.3125,2,0,5995,1490,,0,0,0,0,0,.16666667,0,1
LEICESTERSHIRE,GARTREE,2.95763725,GREAT STRETTON,.72222221,1,0,5995,1490,,,0,0,3.8918202,0,.1388889,0,1
LEICESTERSHIRE,GARTREE,4.4927575,NEWTON HARCOURT,.57534248,1,0,5994,1489,,,0,0,0,0,.06849315,0,1
LEICESTERSHIRE,GARTREE,3.607654,WISTOW,.83333331,0,0,5891,1490,,,0,0,3.1023419,0,0,0,1
LEICESTERSHIRE,GARTREE,5.188314,FLECKNEY,.26495728,2,0,5891,1490,,,1,0,3.1868534,0,.16239317,0,1
LEICESTERSHIRE,GUTHLAXTON,4.420326,KILBY,.37373737,1,0,5890,1489,,,1,0,3.6473131,0,.38383839,0,1
LEICESTERSHIRE,GUTHLAXTON,5.711387,ARNESBY,.34313726,1,0,5890,1489,,0,0,0,0,0,.21568628,0,1
LEICESTERSHIRE,GUTHLAXTON,11.341811,PEATLING MAGNA,.625,4,0,5890,1489,,,1,0,5.0138354,0,.091666669,0,1
LEICESTERSHIRE,WEST GOSCOTE,5.8512005234375,BRADGATE PARK,1,0,0,6304,1592,,,0,0,0,0,0,0,1
LEICESTERSHIRE,GUTHLAXTON,4.703996,WILLOUGHBY WATERLESS,.30666667,0,0,5889,1489,,,1,0,3.3343031,0,.093333334,0,1
LEICESTERSHIRE,GUTHLAXTON,7.859556,ASHBY MAGNA,.65882355,0,0,5785,1437,,,0,0,3.0375719,0,.17647059,0,1
LEICESTERSHIRE,GUTHLAXTON,5.113322,BRUNTINGTHORPE,.5,0,0,5786,1437,,,1,0,0,0,.14150943,0,1
LEICESTERSHIRE,GUTHLAXTON,4.5601115,SHEARSBY,.32323232,1,0,5786,1437,,,0,0,2.9444389,.014124294,.29292929,0,1
LEICESTERSHIRE,GUTHLAXTON,5.8332825,KNAPTOFT,1,0,0,5786,1437,,,1,0,0,.094339624,0,0,1
LEICESTERSHIRE,GUTHLAXTON,12.502557,WALTON IN KNAPTOFT,.41340783,0,0,5786,1437,,,0,0,3.0983472,.0069637885,.19553073,0,1
LEICESTERSHIRE,GARTREE,5.294962,MOWSLEY,.72058821,0,0,5787,1438,,,1,0,4.1536613,.017667845,.16176471,0,1
LEICESTERSHIRE,GARTREE,6.878769,SADDINGTON,.55555558,1,0,5891,1490,,,0,0,4.2268624,0,.16666667,0,1
LEICESTERSHIRE,GARTREE,4.692239,LAUGHTON,.68421054,0,0,5787,1438,,,1,0,0,0,.18421052,0,1
LEICESTERSHIRE,GARTREE,6.53461,THEDDINGWORTH,.60000002,1,0,5787,1438,,,1,0,3.2405989,0,.28749999,0,1
LEICESTERSHIRE,WEST GOSCOTE,4.3109315,SWITHLAND,.54216868,0,0,6305,1593,,,1,0,3.9383402,0,.15662651,0,1
LEICESTERSHIRE,GARTREE,14.601194,HUSBANDS BOSWORTH,.50943398,0,0,5683,1438,,,0,0,3.5285368,.032369941,.31132075,0,1
LEICESTERSHIRE,GUTHLAXTON,8.515276,NORTH KILWORTH,.56043959,2,0,5682,1437,,,1,0,3.1422646,0,.27472529,0,1
LEICESTERSHIRE,GUTHLAXTON,5.9467345,SOUTH KILWORTH,.46774194,1,0,5682,1437,,,1,0,3.1505039,0,.088709675,0,1
LEICESTERSHIRE,GUTHLAXTON,15.902453,MISTERTON,.63333333,0,0,5681,1437,,,0,0,4.9906068,0,.12,0,1
LEICESTERSHIRE,GUTHLAXTON,10.015354,GILMORTON,.31282052,2,0,5785,1437,,,1,0,3.0919511,0,.23589744,0,1
LEICESTERSHIRE,GUTHLAXTON,10.481425,LUTTERWORTH,.16695958,3,0,5680,1436,,1,0,0,4.4233484,0,.4235501,0,1
LEICESTERSHIRE,GUTHLAXTON,4.9344295,COTESBACH,.78260869,1,0,5680,1436,,,0,0,3.2311084,0,0,0,1
LEICESTERSHIRE,GUTHLAXTON,5.7861125,SHAWELL,.72000003,2,0,5577,1385,,,0,0,3.7067423,0,.18000001,0,1
LEICESTERSHIRE,GUTHLAXTON,5.9303985,WESTRILL AND STARMORE,0,0,0,5577,1385,,,0,0,0,0,0,0,1
LEICESTERSHIRE,GUTHLAXTON,6.5897165,SWINFORD,.51879698,2,0,5577,1385,,,1,0,3.1014774,0,.2781955,0,1
LEICESTERSHIRE,WEST GOSCOTE,12.392359,LOUGHBOROUGH,.10620479,4,2,6408,1592,,1,0,1,3.7502434,0,.34259611,0,1
LEICESTERSHIRE,GUTHLAXTON,2.6677945,CATTHORPE,.25999999,1,0,5577,1385,,,0,0,3.6506581,0,.079999998,0,1
LEICESTERSHIRE,WEST GOSCOTE,1.0061411875,GARENDON PARK,.2857143,0,0,6408,1592,,,1,0,0,0,.21428572,0,1
LEICESTERSHIRE,GARTREE,5.377305,NOSELEY,0,0,0,5996,1490,,,1,0,4.1774592,0,0,0,1
LEICESTERSHIRE,WEST GOSCOTE,1.74878175,WOODTHORPE,.85185188,0,0,6409,1593,,,0,0,3.583519,0,0,0,1
LEICESTERSHIRE,WEST GOSCOTE,4.6576475,EMMANUEL,.93103451,0,0,6408,1592,,,0,0,0,0,.034482758,0,1
LEICESTERSHIRE,WEST GOSCOTE,2.0450785,KNIGHT THORPE,.46666667,1,0,6408,1592,,,0,0,3.4221876,0,0,0,1
LEICESTERSHIRE,WEST GOSCOTE,8.450277,DISLEY WITH THORPE ACRE,.39080459,1,0,6408,1592,,,0,0,3.0990319,0,.18390805,0,1
LEICESTERSHIRE,EAST GOSCOTE,13.808767,WYMESWOLD,.44329897,0,0,6514,1645,,0,1,0,4.3530965,.0086206896,.21305841,0,1
LEICESTERSHIRE,WEST GOSCOTE,1.8168355,,.64814812,0,0,6302,1591,,,0,0,0,,.09259259,0,1
DERBYSHIRE,REPTON,.573362171875,,.68888891,0,0,6302,1591,,,0,0,0,,.2,1,0
LEICESTERSHIRE,SPARKENHOE,7.2280685,APPLEBY PARVA,.49765259,1,0,6196,1538,,,1,0,0,0,.30046949,0,1
LEICESTERSHIRE,EAST GOSCOTE,5.536115,HOTON,.51999998,0,0,6513,1645,,,0,0,3.8918202,0,.22,0,1
LEICESTERSHIRE,EAST GOSCOTE,1.9155415,COTES,.33333334,1,0,6513,1645,,,0,0,0,0,0,0,1
LEICESTERSHIRE,EAST GOSCOTE,3.688577,PRESTWOLD,.80000001,0,0,6513,1645,,,1,0,5.0128551,.016129032,0,0,1
LEICESTERSHIRE,EAST GOSCOTE,10.509618,BURTON ON THE WOLDS,.78703701,0,0,6410,1593,,,1,0,4.0091963,.00243309,.14814815,0,1
LEICESTERSHIRE,EAST GOSCOTE,6.1734615,WALTON ON THE WOLDS,.78125,0,0,6410,1593,,,0,0,4.2565374,0,.125,0,1
LEICESTERSHIRE,EAST GOSCOTE,10.148032,BARROW UPON SOAR,.086330935,3,0,6409,1593,,,1,0,3.9310853,.0030525031,.18465228,0,1
LEICESTERSHIRE,WEST GOSCOTE,8.931298999999999,QUORNDON,.175,3,0,6409,1593,,,1,0,4.1034865,.0028538813,.22272727,0,1
LEICESTERSHIRE,WEST GOSCOTE,2.8709805,WOODHOUSE,,1,0,6305,1593,,,1,0,2.9153106,,,0,1
LEICESTERSHIRE,WEST GOSCOTE,5.4848815,BEAUMANOR,,0,0,6305,1593,,,0,0,0,,,0,1
LEICESTERSHIRE,WEST GOSCOTE,9.044221,WOODHOUSE EAVES,.3548387,0,0,6304,1592,,,0,0,0,.003961965,.12903225,0,1
LEICESTERSHIRE,WEST GOSCOTE,9.892749999999999,NETHERSEAL,.42592594,0,0,6299,1590,,0,1,0,0,.0024549919,.25925925,0,1
LEICESTERSHIRE,WEST GOSCOTE,.9043304375,MAPLEWELL,,0,0,6304,1592,,,0,0,0,,,0,1
LEICESTERSHIRE,WEST GOSCOTE,2.29072975,"MOUNTSORREL, NORTH END",.1097561,4,0,6305,1593,,1,1,0,3.1140573,.0031210987,.27317074,0,1
LEICESTERSHIRE,WEST GOSCOTE,7.1530875,ROTHLEY,.27490041,0,0,6305,1593,,0,1,0,4.5101266,0,.187251,0,1
LEICESTERSHIRE,WEST GOSCOTE,1.362202375,"MOUNTSORREL, SOUTH END",,0,0,6305,1593,,,0,0,0,,,0,1
LEICESTERSHIRE,EAST GOSCOTE,3.78388925,KEYHAM,,1,0,6099,1542,,,1,0,3.5958941,,,0,1
LEICESTERSHIRE,EAST GOSCOTE,2.966902,WARTNABY,.82608694,1,0,6516,1646,,,0,0,3.6888795,0,.17391305,0,1
LEICESTERSHIRE,EAST GOSCOTE,3.43807125,CHADWELL,,0,0,6517,1647,,,0,0,3.2264659,,,0,1
LEICESTERSHIRE,WEST GOSCOTE,.113225328125,ROTHLEY TEMPLE,,0,0,6305,1593,,,0,0,0,,,0,1
LEICESTERSHIRE,WEST GOSCOTE,3.8161695,WANLIP,.89285713,0,0,6202,1541,,,0,0,3.352272,0,0,0,1
LEICESTERSHIRE,EAST GOSCOTE,7.4086865,SYSTON,.16714698,0,0,6306,1593,,,0,0,0,0,.39193085,0,1
LEICESTERSHIRE,EAST GOSCOTE,6.456546,COSSINGTON,.58904111,0,0,6306,1593,,,1,0,4.1349807,0,.21917808,0,1
LEICESTERSHIRE,WEST GOSCOTE,5.75902408984375,OVERSEAL,,0,0,6404,1590,,,1,0,0,,,0,1
LEICESTERSHIRE,EAST GOSCOTE,9.079719000000001,SILEBY,.30487806,2,0,6306,1593,,,0,0,4.5744648,0,.17317073,0,1
LEICESTERSHIRE,EAST GOSCOTE,10.336168,SEAGRAVE,.7227723,2,0,6410,1593,,,1,0,3.2809112,0,.16831683,0,1
LEICESTERSHIRE,EAST GOSCOTE,3.31175,RATCLIFFE ON THE WREAK,.60000002,0,0,6306,1593,,,0,0,3.972276,0,.2,0,1
LEICESTERSHIRE,EAST GOSCOTE,7.915774,THRUSSINGTON,.43410853,1,0,6411,1594,,,0,0,3.9684033,0,.30232558,0,1
LEICESTERSHIRE,EAST GOSCOTE,6.9369905,HOBY,.54545456,1,0,6411,1594,,,0,0,4.0374212,0,.25,0,1
LEICESTERSHIRE,EAST GOSCOTE,5.8399215,RAGDALE,.86206895,1,0,6411,1594,,,0,0,3.8989973,0,.034482758,0,1
LEICESTERSHIRE,EAST GOSCOTE,3.92566725,SHOBY,1,0,0,6411,1594,,,0,0,6.869638,0,0,0,1
LEICESTERSHIRE,EAST GOSCOTE,4.4612,GRIMSTON,.79591835,1,0,6411,1594,,,1,0,3.890619,0,.14285715,0,1
LEICESTERSHIRE,EAST GOSCOTE,12.855556,OLD DALBY,.79797977,0,0,6515,1646,,,1,0,0,0,.13131313,0,1
LEICESTERSHIRE,FRAMLAND,9.484114999999999,NETHER BROUGHTON,.46341464,0,0,6516,1646,,,0,0,3.4854271,0,.29756099,0,1
LEICESTERSHIRE,EAST GOSCOTE,4.220235,SAXELBY,1,1,0,6516,1646,,,0,0,4.0010438,0,0,0,1
LEICESTERSHIRE,EAST GOSCOTE,6.35036,ASFORDBY,.43859649,1,0,6412,1594,,,1,0,3.4652398,0,.2631579,0,1
LEICESTERSHIRE,FRAMLAND,4.880606,WELBY,1,0,0,6412,1594,,,1,0,4.2261701,.13636364,0,0,1
LEICESTERSHIRE,FRAMLAND,4.9558945,SYSONBY,.9130435,1,0,6412,1594,,,0,0,5.8998976,.074074075,0,0,1
LEICESTERSHIRE,FRAMLAND,14.133463,MELTON MOWBRAY,.10927573,4,0,6413,1595,,1,1,0,8.4888296,.0017878427,.51461244,0,1
LEICESTERSHIRE,FRAMLAND,10.019428,BURTON LAZARS,.90277779,1,0,6413,1595,,,1,0,3.6683578,.023255814,.097222224,0,1
LEICESTERSHIRE,FRAMLAND,6.71535734375,FREEBY,.82857144,1,0,6414,1595,,,0,0,3.092859,.2,.11428571,0,1
LEICESTERSHIRE,FRAMLAND,5.606605,WYFORDBY,1,0,0,6413,1595,,,0,0,4.6409507,0,0,0,1
LEICESTERSHIRE,FRAMLAND,7.3889515,THORPE ARNOLD,.96774191,1,0,6413,1595,,,1,0,3.2188759,0,0,0,1
LEICESTERSHIRE,FRAMLAND,10.289691,SCALFORD,.88571429,2,0,6517,1647,,0,1,0,3.7714829,.001754386,.1,0,1
LEICESTERSHIRE,WEST GOSCOTE,4.711531,BLACKFORDBY,.63380283,0,0,6404,1590,,,1,0,0,0,.33802816,0,1
LEICESTERSHIRE,FRAMLAND,5.8924995,HOLWELL,.83870965,0,0,6516,1646,,,1,0,3.4067376,0,.16129032,0,1
LEICESTERSHIRE,FRAMLAND,3.5389515,AB KETTLEBY,.61290324,1,0,6516,1646,,,1,0,2.8449094,0,.11290322,0,1
LEICESTERSHIRE,FRAMLAND,14.225822,LONG CLAWSTON,.54198474,2,0,6620,1646,,,1,0,3.9854505,0,.20229007,0,1
LEICESTERSHIRE,FRAMLAND,9.300595,HOSE,.68686867,1,0,6620,1646,,,1,0,3.7360811,.0051948051,.19191919,0,1
LEICESTERSHIRE,FRAMLAND,8.303379,HARBY,.57983196,2,0,6621,1647,,,1,0,3.2274108,0,.20168068,0,1
LEICESTERSHIRE,FRAMLAND,8.414346999999999,STATHERN,.63157892,2,0,6725,1699,20,,1,0,3.7387042,.0062370063,.24812031,0,1
LEICESTERSHIRE,FRAMLAND,3.97925725,PLUNGAR,.6557377,0,0,6725,1699,,,1,0,3.7070467,0,.13114753,0,1
LEICESTERSHIRE,FRAMLAND,8.41145,BARKESTONE,.63380283,1,0,6725,1699,,,0,0,3.4364655,0,.21126761,0,1
LEICESTERSHIRE,FRAMLAND,6.867224,REDMILE,.48970252,2,0,6726,1699,,,0,0,3.3701653,0,.32265446,0,1
LEICESTERSHIRE,FRAMLAND,20.419748,BOTTESFORD,,1,0,6830,1699,,,1,0,4.2186532,,,0,1
LEICESTERSHIRE,WEST GOSCOTE,25.81586475,ASHBY DE LA ZOUCH,.2074215,2,0,6405,1591,,1,0,0,0,0,.60894388,0,1
LEICESTERSHIRE,FRAMLAND,6.871163,MUSTON,.7631579,1,0,6830,1699,,,0,0,3.4063125,0,.14473684,0,1
LEICESTERSHIRE,FRAMLAND,2.82511625,BELVOIR,.57575756,0,0,6726,1699,,0,0,0,2.8410258,0,.090909094,0,1
LEICESTERSHIRE,FRAMLAND,5.472526,KNIPTON,.56097561,1,0,6726,1699,,,1,0,3.6614227,0,.18292683,0,1
LEICESTERSHIRE,FRAMLAND,4.18934375,HARSTON,.57499999,0,0,6726,1699,,,1,0,3.5600986,0,.1,0,1
LEICESTERSHIRE,FRAMLAND,13.972462,CROXTON KERRIAL,.61702126,2,0,6622,1647,,0,1,0,3.0419452,0,.25531915,0,1
LEICESTERSHIRE,FRAMLAND,7.1717075,BRANSTON,.74666667,0,0,6622,1647,,,1,0,3.6999292,0,.18666667,0,1
LEICESTERSHIRE,FRAMLAND,7.063002,EATON,.59574467,1,0,6622,1647,,,1,0,3.7500641,.011223344,.24255319,0,1
LEICESTERSHIRE,FRAMLAND,5.579356,EASTWELL,.82857144,1,0,6621,1647,,,1,0,3.507807,.23199999,.085714288,0,1
LEICESTERSHIRE,FRAMLAND,6.56891,GOADBY MARWOOD,.80952382,0,0,6621,1647,,0,0,0,3.1491308,0,.14285715,0,1
LEICESTERSHIRE,FRAMLAND,11.429558,WALTHAM ON THE WOLDS,.53642386,1,0,6518,1647,,1,1,0,3.4156227,0,.31125829,0,1
LINCOLNSHIRE,MANLEY (WEST DIV),13.622276,WROOT,.67605633,0,0,8180,2062,,,0,0,0,0,.14084508,1,1
LINCOLNSHIRE,MANLEY (WEST DIV),8.462324000000001,AMCOTTS,.78160918,1,0,8390,2115,,,1,0,0,0,.18390805,1,1
LINCOLNSHIRE,BRADLEY HAVERSTOE,11.816043,ROTHWELL,.59504133,0,0,8085,2015,,,1,0,2.689358,.002016129,.16528925,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),14.83828,NETTLETON,.63917524,0,0,8084,2014,,,1,0,3.7883134,.018975332,.16838488,1,1
LINCOLNSHIRE,WALSHCROFT (NORTH DIV),7.6271345,HOLTON LE MOOR,.88235295,0,0,8083,2014,,,0,0,3.3415592,.053333335,0,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),2.20953325,CAISTOR,.24401914,0,0,8084,2014,,1,1,0,0,.0058181817,.31818181,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),2.819582,CAISTOR MOOR,,0,0,8188,2066,,,0,0,0,,,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),8.443033,"AUDLEBY, FONABY, HUNDON",,0,0,8188,2066,,,0,0,5.7639961,,,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),4.700858,CLIXBY,1,1,0,8188,2066,,,1,0,3.4571767,.17391305,0,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),.37488471875,CLIXBY - CAISTOR MOOR,,0,0,8188,2066,,,0,0,0,,,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),3.7754195,GRASBY,.76404494,0,0,8187,2066,,,0,0,2.8449094,0,.20224719,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),.555614625,GRASBY - CAISTOR MOOR,,0,0,8187,2066,,,0,0,0,,,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),3.8648975,OWMBY,,0,0,8187,2066,,,0,0,3.077112,,,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),.3426481875,OWMBY - CAISTOR MOOR,,0,0,8187,2066,,,0,0,0,,,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),5.4376015,SEARBY,.83870965,0,0,8187,2066,,,1,0,4.152164,0,.096774191,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),.8670377500000001,SEARBY - CAISTOR MOOR,,0,0,8187,2066,,,0,0,0,,,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),4.2725215,SOMERBY,.71428573,3,0,8187,2066,,,0,0,0,.26229507,.047619049,1,1
LINCOLNSHIRE,MANLEY (WEST DIV),33.019754,CROWLE,.64222223,2,0,8389,2115,,0,1,0,0,.0074113286,.24444444,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),1.91658875,NEWSTEAD,,0,0,8186,2065,,,1,0,0,,,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),18.485902,CADNEY CUM HOWSHAM,.72500002,1,0,8186,2065,,,1,0,2.8559704,.011976048,.087499999,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),20.36643,NORTH KELSEY,.7087912,1,0,8082,2013,,,1,0,3.6878788,.012345679,.18681319,1,1
LINCOLNSHIRE,YARBOROUGH (SOUTH DIV),4.109388,NORTH KELSEY - CAISTOR MOOR,,0,0,8187,2066,,,0,0,0,,,1,1
LINCOLNSHIRE,WALSHCROFT (NORTH DIV),16.94522,SOUTH KELSEY,.76047903,0,0,8083,2014,,,1,0,2.9351554,0,.17964073,1,1
LINCOLNSHIRE,WALSHCROFT (NORTH DIV),6.246168,THORNTON LE MOOR,.60000002,0,0,8083,2014,,,0,0,4.1335654,.017142856,.23589744,1,1
LINCOLNSHIRE,MANLEY (EAST DIV),15.540885,WADDINGHAM,.69465649,0,0,8082,2013,,,1,0,0,0,.16793893,1,1
LINCOLNSHIRE,MANLEY (EAST DIV),16.081679,REDBOURNE,.88764048,1,0,8081,2013,,,1,0,0,0,.078651689,1,1
LINCOLNSHIRE,MANLEY (EAST DIV),18.242572,HIBALDSTOW,.65625,0,0,8185,2065,,,1,0,0,0,.140625,1,1
LINCOLNSHIRE,MANLEY (EAST DIV),14.355896,SCAWBY,.49159664,0,0,8185,2065,,,0,0,0,0,.26890758,1,1
LINCOLNSHIRE,CORRINGHAM,19.066066,KIRTON IN LINDSEY,.39260969,0,0,8080,2012,,1,1,0,0,.00064850843,.34872979,1,1
