STARTcounty,area,pla,latitude,longitude,valordummy,LS_pc_change,pc_change1525_1086,pc_change1525_1066,pc_change1332_1086,pc_change1332_1066,pc_change1086_1066,cutoff1,cutoff2
"YORKSHIRE, EAST RIDING",16.232471,SUTTON,511511.59,433408.56,-.69258142,-.36493009,-.15234071,-.051836397,-.077564456,-.18529227,-.16756676,4,4
"YORKSHIRE, EAST RIDING",1.122594207519531,SPALDINGTON,476544.19,434045.19,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.10488025,STONEFERRY,510331.31,431087.75,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",15.149263,WAWNE,509210.09,436919.81,1.443785,,-.10165341,-.050559144,,,-.17277592,4,4
"YORKSHIRE, EAST RIDING",5.8286525,MEAUX,509132.78,440231.44,1.443785,,-.16540518,-.05233968,,,-.17277592,4,4
"YORKSHIRE, EAST RIDING",10.165358,ROUTH,508920.34,442761.06,1.443785,,-.16540518,-.05233968,,,-.18184967,4,4
"YORKSHIRE, EAST RIDING",14.869703,LEVEN,508900.13,445442.03,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.549968625,HEMPHOLME,508991.31,450075.31,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",18.798624,BRANDESBURTON,510972.81,448197.63,-.69258142,,-.12847587,-.049933068,,,-.15446493,4,4
"YORKSHIRE, EAST RIDING",2.0988555,MOOR TOWN,510979.78,450261.84,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",12.789481,NORTH FRODINGHAM,510204.41,452301.25,-.69258142,,-.10577977,-.051943183,,,-.18323936,4,4
"YORKSHIRE, EAST RIDING",15.464987,BEEFORD,512736.41,453938.25,1.443785,,-.12606435,-.051224999,,,-.17257689,4,4
"YORKSHIRE, EAST RIDING",13.432521,SPALDINGTON,477088.94,433285.59,-.69258142,,.04489281,.0063947863,,,-.04917673,4,4
"YORKSHIRE, EAST RIDING",3.4077155,DUNNINGTON,515141.13,452427.28,-.69258142,,-.16540518,-.05233968,,,-.11021337,4,4
"YORKSHIRE, EAST RIDING",4.765589,LISSETT,513633.75,457911.34,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",10.194222,BARMSTON,515665.94,459946.94,-.69258142,.682096,-.050609153,-.05153814,-.16251817,-.2029385,-.18307586,4,4
"YORKSHIRE, EAST RIDING",2.286553044921875,ULROME,517255.66,458110.38,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",4.32732840625,ULROME,517732.28,457098.97,1.443785,,-.16540518,-.05233968,,,-.16819818,4,4
"YORKSHIRE, EAST RIDING",6.910842,"DRINGHOE, UPTON AND BROUGH",514945.06,455101.63,1.443785,,-.15041316,-.051816288,,,-.16934262,4,4
"YORKSHIRE, EAST RIDING",6.833427,SKIPSEA,517651.13,454643.09,1.443785,,-.15820901,-.052088451,,,-.16934262,4,4
"YORKSHIRE, EAST RIDING",3.12960425,BONWICK,516494.78,452963.53,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",9.439589,BEWHOLME AND NUNKEELING,515614.81,450233.09,-.69258142,,-.15940838,-.052252106,,,-.1793284,4,4
"YORKSHIRE, EAST RIDING",1.39173125,SKIRLINGTON,518130.56,452564.22,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",7.8640475,AUGHTON,471851.69,438260.44,1.443785,,-.031630225,-.047358051,,,-.16819818,4,4
"YORKSHIRE, EAST RIDING",2.23564375,ARRAM,516432.78,448949.03,-.69258142,,-.16540518,-.05233968,,,-.094954208,4,4
"YORKSHIRE, EAST RIDING",12.499424,HORNSEA,519271.41,447672.69,1.443785,,,-.05233968,,,-.18650918,4,4
"YORKSHIRE, EAST RIDING",1.595698625,HORNSEA BURTON,520968.44,446575.31,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.3630295,GOXHILL,518342.16,444643.44,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",7.178508,SEATON AND WASSAND,516740.84,446958.16,-.69258142,,-.12917957,-.048967175,,,-.14073169,4,4
"YORKSHIRE, EAST RIDING",4.384576,CATFOSS,514301.44,447417.97,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",4.3119240390625,SIGGLESTHORNE,520782.91,445250.69,-.69258142,,-.035188787,-.049645729,,,-.17633639,4,4
"YORKSHIRE, EAST RIDING",3.93647475,LITTLE HATFIELD,517257.25,443187.97,-.69258142,,-.16540518,-.05233968,,,-.1781362,4,4
"YORKSHIRE, EAST RIDING",3.75011675,GREAT HATFIELD,519934.97,442464.19,-.69258142,,-.16540518,-.05233968,,,-.1738809,4,4
"YORKSHIRE, EAST RIDING",2.1300995,GREAT HATFIELD,519157.84,443438.66,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.7641385,LAYTHAM,474820.91,440194.66,-.69258142,,-.16540518,-.05233968,,,-.04917673,4,4
"YORKSHIRE, EAST RIDING",3.32105075,ROLSTON,520850.09,445148.59,1.443785,,-.12787414,,,,,4,4
"YORKSHIRE, EAST RIDING",4.878939,MAPPLETON,521792.31,443879.25,1.443785,,.012867262,,,,,4,4
"YORKSHIRE, EAST RIDING",.162859921875,GREAT COWDEN,523338.06,441400.25,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.3182195,LITTLE COWDEN,522988.53,442203.31,-.69258142,,-.16540518,,,,,4,4
"YORKSHIRE, EAST RIDING",3.035605921875,LITTLE COWDEN,524393.75,442851.5,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",7.963013,ALDBOROUGH,524946.31,438434.13,-.69258142,,-.13167313,-.039778244,,,-.0033992368,4,4
"YORKSHIRE, EAST RIDING",2.6021495,ETHERWICK,523576.84,437149.97,-.69258142,,-.16540518,-.05233968,,,-.17016007,4,4
"YORKSHIRE, EAST RIDING",1.61428225,TANSTERNE,522004.41,437427.28,-.69258142,,-.16540518,-.05233968,,,-.17016007,4,4
"YORKSHIRE, EAST RIDING",5.00972,FOSHAM AND CARLTON,521164.13,438879.28,-.69258142,,-.16540518,-.05233968,,,-.17277592,4,4
"YORKSHIRE, EAST RIDING",3.384301640625,BEWICK,523527.69,441143.31,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.5681225,EAST COTTINGWITH,470886.34,442006.5,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",2.82695175,EAST NEWTON,526761.5,437533.69,-.69258142,-.40523645,-.16540518,-.05233968,-.024461612,-.1821924,-.17098059,4,4
"YORKSHIRE, EAST RIDING",3.31229825,WEST NEWTON,520291.34,437675.47,-.69258142,,-.16540518,-.05233968,,,-.17255263,4,4
"YORKSHIRE, EAST RIDING",5.221184,BURTON CONSTABLE,518902.09,436868.38,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.830568,MARTON,517917.44,439264.44,-.69258142,-.21907292,-.13574591,-.051578309,-.14162794,-.19790317,-.17388651,4,4
"YORKSHIRE, EAST RIDING",9.101297000000001,ELLERBY,516220.94,437757.97,1.443785,-.32012713,-.12904134,-.050969411,-.037476238,-.17986485,-.16798019,4,4
"YORKSHIRE, EAST RIDING",2.4443,CONISTON,515654.75,435522.13,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.06937775,THIRTLEBY,517174.28,434961.41,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.17695575,WYTON,517490.69,433378.19,1.443785,,-.16540518,-.05233968,,,-.18184967,4,4
"YORKSHIRE, EAST RIDING",4.856141,BILTON,515277.78,432328.88,-.69258142,-.21819825,,-.0025724676,,.19558035,-.18650918,4,4
"YORKSHIRE, EAST RIDING",3.3038125,GANSTEAD,514833.25,433861.75,1.443785,.62554312,.59790272,.089784004,.084288545,.0030359984,-.094954208,4,4
"YORKSHIRE, EAST RIDING",10.289753,ELLERTON PRIORY,471800.38,440266.19,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",9.395215,SWINE,513394.56,436032.63,1.443785,,.073226683,-.048180852,,,-.17793962,4,4
"YORKSHIRE, EAST RIDING",6.021393,BENINGHOLME AND GRANGE,512083.91,438460.31,1.443785,-.40523645,-.16540518,-.05233968,.006196545,-.18141054,-.17277592,4,4
"YORKSHIRE, EAST RIDING",4.325525,SOUTH SKIRLAUGH,514690.31,439223.5,1.443785,,,-.05233968,,,-.18650918,4,4
"YORKSHIRE, EAST RIDING",4.40234475,NORTH SKIRLAUGH,513895.47,440395.41,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",.3472064375,ARNOLD,512963.84,441669.44,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",4.284235,ARNOLD,512086.72,440945.31,1.443785,,-.16540518,-.05233968,,,-.17277592,4,4
"YORKSHIRE, EAST RIDING",7.2756185,LONG RISTON,512648.84,442895.28,-.69258142,,-.15512493,-.052042659,,,-.17230237,4,4
"YORKSHIRE, EAST RIDING",6.3905405,CATWICK,513275.38,445080,1.443785,,-.16540518,-.05233968,,,-.12547253,4,4
"YORKSHIRE, EAST RIDING",8.1972115,RISE,515420.94,442113.59,-.69258142,,-.16540518,-.05233968,,,-.14073169,4,4
"YORKSHIRE, EAST RIDING",11.425615,WITHERNWICK,519638.69,440810.5,-.69258142,,-.10816675,.020131165,,,.43606466,4,4
"YORKSHIRE, EAST RIDING",11.6660328828125,HOWDEN,486909.13,431933.13,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",.7012729375,BRIND LEYS,473747.66,431778.91,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.000677,MARFLEET,514454.44,429877.34,-.69258142,-.26576364,,,,,,4,4
"YORKSHIRE, EAST RIDING",20.62683159375,PRESTON,519820.03,430321.44,1.443785,,-.0070687644,-.027193816,,,-.10841817,4,4
"YORKSHIRE, EAST RIDING",3.2233905,LELLEY,521486.09,432375.72,1.443785,,-.16540518,-.05233968,,,-.17016007,4,4
"YORKSHIRE, EAST RIDING",.065938359375,LELLEY DALE,521397.38,433892.72,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.9712985,HUMBLETON,522428.31,434482.63,1.443785,,-.13713452,-.051399708,,,-.17016007,4,4
"YORKSHIRE, EAST RIDING",5.7530855,FLINTON,521590.19,435872.78,1.443785,,-.13507847,-.051331345,,,-.17016007,4,4
"YORKSHIRE, EAST RIDING",4.8259025,ELSTRONWICK,522949.44,431930.31,-.69258142,-.40523645,-.16540518,-.05233968,-.074658222,-.18748634,-.17016007,4,4
"YORKSHIRE, EAST RIDING",2.94258,DANTHORPE,524289.25,432702.63,-.69258142,,-.16540518,-.05233968,,,-.17669971,4,4
"YORKSHIRE, EAST RIDING",6.2848825,FITLING,525218.19,434733.53,-.69258142,-.25274879,-.13006686,-.051634703,-.11347489,-.19710207,-.17669971,4,4
"YORKSHIRE, EAST RIDING",2.9828515,BRIND,474723.59,432121.31,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",7.6451765,GARTON,527340.13,435540.91,1.443785,-.40523645,-.16540518,-.05233968,.080512218,-.18942077,-.17995727,4,4
"YORKSHIRE, EAST RIDING",1.873599931640625,OWSTWICK,527457.75,433259.31,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.630309765625,OWSTWICK,526787.81,432573.31,-.69258142,-.33788237,,,,,,4,4
"YORKSHIRE, EAST RIDING",10.068736,ROOS,528667.88,430573.44,-.69258142,-.40523645,-.16540518,-.05233968,.048798919,-.18459389,-.17669971,4,4
"YORKSHIRE, EAST RIDING",2.31692575,HILSTON,528618.06,433617.41,-.69258142,,-.16540518,-.05233968,,,-.17217883,4,4
"YORKSHIRE, EAST RIDING",5.994324,TUNSTALL,530450.06,432294.63,1.443785,2.396524,3.6156676,,.32101998,,,4,4
"YORKSHIRE, EAST RIDING",11.680694,HALSHAM,528111.06,427611.38,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",2.44213025,WAXHOLME,532306.5,430004.28,1.443785,-.40523645,,,,,,4,4
"YORKSHIRE, EAST RIDING",4.456413,OWTHORNE,533133.63,428044.69,1.443785,,-.1182874,-.051408026,,,-.17678653,4,4
"YORKSHIRE, EAST RIDING",7.033512,NEWSHOLME,472679.28,430522.03,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",4.865961,SOUTH FRODINGHAM,531447.38,426369.09,-.69258142,-.40523645,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.1377015,RIMSWELL,531238.69,428767.28,-.69258142,-.40523645,-.16540518,-.05233968,-.050234996,-.18798214,-.17317593,4,4
"YORKSHIRE, EAST RIDING",9.407586,BURTON PIDSEA,525540.38,430462.84,-.69258142,-.23175094,-.11593151,-.051055256,-.092706539,-.19292612,-.17374334,4,4
"YORKSHIRE, EAST RIDING",3.0797285,RIDGMONT,524399.44,428704.25,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",14.684978,BURSTWICK AND SKECKLING,522092,429142,1.443785,-.12445208,-.12064942,-.050851595,-.14159802,-.19608596,-.17016007,4,4
"YORKSHIRE, EAST RIDING",1.245181125,CAMERTON,523270.56,427431.69,1.443785,,-.16540518,-.05233968,,,-.17016007,4,4
"YORKSHIRE, EAST RIDING",4.958200625,RYHILL,522251.66,426526.72,1.443785,-.29473409,-.10437645,-.0506352,.011121579,-.18087907,-.17277592,4,4
"YORKSHIRE, EAST RIDING",1.281672,HEDON,518867.94,428443.84,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",4.8199615,PAULL,517931.81,426916.53,-.69258142,,-.059158891,-.048807096,,,-.17016007,4,4
"YORKSHIRE, EAST RIDING",14.876516,PAGHILL,520783.28,422897.41,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",.9073325,LOFTSOME,470978.13,430062.63,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",6.756728,THORNGUMBALD,520482.59,425910.69,-.69258142,,-.13362209,-.051282924,,,-.17016007,4,4
"YORKSHIRE, EAST RIDING",14.590787,KEYINGHAM,523917.47,424121.53,1.443785,-.18165959,-.05112835,-.048350111,-.0048755081,-.17724529,-.16934262,4,4
"YORKSHIRE, EAST RIDING",18.26992,OTTRINGHAM,526575.31,423482.66,1.443785,-.15808912,.24354687,-.04370996,.43963629,-.15160334,-.17613295,4,4
"YORKSHIRE, EAST RIDING",8.569749,WINESTEAD,529882.38,424413,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",27.3397,SUNK ISLAND,527853.88,419007.63,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",13.967988,PATRINGTON,531112.5,422353.03,-.69258142,-.25989339,-.027125856,-.048642922,.16626099,-.16584527,-.17336361,4,4
"YORKSHIRE, EAST RIDING",8.705992,HOLLYM,534246.06,425071.88,-.69258142,-.31560862,-.13713452,-.051775698,-.080948621,-.19459492,-.17669971,4,4
"YORKSHIRE, EAST RIDING",3.32294075,WITHERNSEA,535185.56,426442.19,1.443785,,-.16540518,-.05233968,,,-.17669971,4,4
"YORKSHIRE, EAST RIDING",2.2557239453125,HOLMPTON,537613.38,423941.06,-.69258142,,-.16540518,-.05233968,,,-.11784295,4,4
"YORKSHIRE, EAST RIDING",5.36440058203125,HOLMPTON,537116,424300.06,1.443785,,-.16540518,-.05233968,,,-.18193142,4,4
"YORKSHIRE, EAST RIDING",4.567178,WRESSLE,471661.56,432002.47,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",2.95447275,WELWICK THORPE,532800.56,421306.84,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",2.2909575,PLOUGHLAND,533594.63,421520.38,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.3683515,WELWICK,534351.31,420790.94,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.44889325,WEETON,535552.06,420045.72,-.69258142,,-.16540518,,,,,4,4
"YORKSHIRE, EAST RIDING",7.3749545,SKEFFLING,537468.75,419472.78,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",2.86538275,OUT NEWTON,538221.25,421890.81,-.69258142,-.40523645,,,,,,4,4
"YORKSHIRE, EAST RIDING",8.738477,EASINGTON,539746.06,418979.59,-.69258142,-.17562275,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.32596775,KILNSEA,541347.5,416068.34,-.69258142,-.336674,-.13566209,-.051350754,-.034930367,-.18238258,-.17016007,4,4
"YORKSHIRE, EAST RIDING",.11439478125,SPURN,540389.5,411272.94,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.4242965,BRACKENHOLME,469422.59,430788.81,1.443785,,-.16540518,-.05233968,,,-.061445098,4,4
"YORKSHIRE, EAST RIDING",4.7273325,HEMINGBROUGH,467748.34,430528.31,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",11.022655,CLIFFE CUM LUND,465643.5,432680.94,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.7725065,BARLBY,462801.38,433985.13,1.443785,,-.16540518,-.05233968,,,-.15904269,4,4
"YORKSHIRE, EAST RIDING",1.230871703125,THORPE,486531.13,429607.56,-.69258142,,-.16540518,-.05233968,,,-.15904269,4,4
"YORKSHIRE, EAST RIDING",6.357189,OSGODBY,464697.44,434219.84,-.69258142,,-.16540518,-.05233968,,,-.18327402,4,4
"YORKSHIRE, EAST RIDING",6.5831995,SOUTH DUFFIELD,467897.72,433960.09,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",1.90106625,BOWTHORPE,469545.94,433503.09,-.69258142,,-.16540518,,,,,4,4
"YORKSHIRE, EAST RIDING",1.911310375,MENTHORPE,469475.59,434801.03,-.69258142,,-.16540518,-.05233968,,,.088155717,4,4
"YORKSHIRE, EAST RIDING",.760720375,MENTHORPE,469246.78,434189.06,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",13.639093,NORTH DUFFIELD,468443.78,437341.5,-.69258142,,-.16540518,-.05233968,,,-.058332231,4,4
"YORKSHIRE, EAST RIDING",11.068579,SKIPWITH,465482.56,438627.28,1.443785,,-.024337422,-.039206665,,,-.14073169,4,4
"YORKSHIRE, EAST RIDING",10.813313,RICCALL,462497.5,437224.72,-.69258142,,.13991798,-.03528484,,,-.15904269,4,4
"YORKSHIRE, EAST RIDING",7.475762,KELFIELD,459370.94,438973.13,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",7.694817,STILLINGFLEET,459633.97,440957.34,1.443785,,-.16540518,-.05233968,,,-.092665337,4,4
"YORKSHIRE, EAST RIDING",2.8818046875,BELBY,486743.06,428561.25,1.443785,,-.16540518,-.05233968,,,-.15938178,4,4
"YORKSHIRE, EAST RIDING",2.635592,MOREBY,459940.44,442583.28,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",.24704743359375,ACASTER MALBIS,461114.59,443364.84,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",1.61890575,NABURN,461182.84,445482.84,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",8.817638000000001,NABURN,460556.47,444499.53,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",1.544286,WATER FULFORD,460658.63,447932.78,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",4.6726175,GATE FULFORD,462022.63,448325.88,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",2.2564795625,GATE FULFORD,461365.84,450470.53,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.428726765625,HESLINGTON ST LAWRENCE,464321.34,450798.81,-.69258142,,.44369912,.030644586,,,-.11951773,4,4
"YORKSHIRE, EAST RIDING",5.162558890625,HESLINGTON ST PAUL,464133.28,450840.91,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.307714,GRIMSTON,465391.44,450374.31,-.69258142,-.3276023,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.6858200625,KILPIN,486909.41,429670.94,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",9.182574000000001,DUNNINGTON,467087.72,451621.22,-.69258142,,-.16155009,-.052269652,,,-.17757697,4,4
"YORKSHIRE, EAST RIDING",3.36076325,LANGWITH,465658.44,447859.19,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",18.450198,WHELDRAKE,466956.75,445021.22,1.443785,,-.11493854,-.042943072,,,-.094954208,4,4
"YORKSHIRE, EAST RIDING",8.326964,DEIGHTON,462936.28,444701.28,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",17.65702,ESCRICK,463701.22,441423.5,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",6.095573,THORGANBY,468025.22,440888.41,1.443785,,-.16540518,-.05233968,,,-.1315762,4,4
"YORKSHIRE, EAST RIDING",5.5719945,WEST COTTINGWITH,468302.88,442660.88,1.443785,-.40523645,,,,,,4,4
"YORKSHIRE, EAST RIDING",4.9217405,STORTHWAITE,472044.03,444126.56,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",12.861452,MELBOURNE,474917.63,443233.41,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",9.501576,THORNTON,475975.69,445459.97,-.69258142,-.29473668,-.14065742,-.051681411,-.1165004,-.1950985,-.17342989,4,4
"YORKSHIRE, EAST RIDING",7.34509,SKELTON,487962.69,429723.84,1.443785,,-.094728522,-.0483918,,,-.15904269,4,4
"YORKSHIRE, EAST RIDING",4.9194715,WOODHOUSE,473405.81,447080.16,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",9.862197,SUTTON UPON DERWENT,471131.34,446595.63,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",9.530771,ELVINGTON,468740.91,447635.81,-.69258142,,-.048793476,-.027258061,,,-.080747411,4,4
"YORKSHIRE, EAST RIDING",7.7777385,KEXBY,469082.09,450089.09,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",7.9251975,STAMFORD BRIDGE WITH SCOREBY,469410.41,453421.66,-.69258142,-.29792327,-.14612973,-.028413136,-.13373706,.13081776,.42385727,4,4
"YORKSHIRE, EAST RIDING",4.557217,STAMFORD BRIDGE EAST,472433.06,455315.63,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",6.7563,HIGH CATTON,472912,453130.31,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.630592,LOW CATTON,471119.66,452419.63,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",6.3371035,WILBERFOSS,473965.69,451061.91,1.443785,,,,,,,4,4
"YORKSHIRE, EAST RIDING",6.936451,NEWTON UPON DERWENT,472843.47,449490.44,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",5.049466390625,SALTMARSHE,487467,430446.59,1.443785,,-.16540518,-.05233968,-.20355645,-.20404564,-.15904269,4,4
"YORKSHIRE, EAST RIDING",10.278484,BARMBY MOOR,477188.03,449097.84,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",6.4808755,ALLERTHORPE,477747,447376.13,-.69258142,,-.14270298,-.051646724,,,-.17150016,4,4
"YORKSHIRE, EAST RIDING",3.40697325,WAPLINGTON,477073.91,446483.69,-.69258142,,-.14370245,-.051762406,,,-.17342989,4,4
"YORKSHIRE, EAST RIDING",1.332917125,OUSETHORPE,481607.84,451372.81,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",3.29400175,YAPHAM,480037.84,452013.41,-.69258142,,-.15261607,-.051999498,,,-.17342989,4,4
"YORKSHIRE, EAST RIDING",4.5692935,MELTONBY,478113.09,451091.44,-.69258142,,-.1409896,-.051690247,,,-.17342989,4,4
"YORKSHIRE, EAST RIDING",10.544913,POCKLINGTON,480521.44,448516.72,-.69258142,,-.11324669,-.050952304,,,-.17342989,4,4
"YORKSHIRE, EAST RIDING",7.736836,HAYTON,482038.63,445511,1.443785,,-.12975451,-.0513914,,,-.17342989,4,4
"YORKSHIRE, EAST RIDING",7.1075615,BIELBY,479261.28,443854.72,-.69258142,,,,,,,4,4
"YORKSHIRE, EAST RIDING",13.653506,SEATON ROSS,477619,440180.31,-.69258142,,-.093127862,-.051007934,,,-.17744905,4,4
"YORKSHIRE, NORTH RIDING",11.742182,CRAYKE,456196.63,470811.66,-.69258142,,-.16540518,-.05233968,,,-.14073169,4,4
"YORKSHIRE, NORTH RIDING",73.94743200000001,BOWES,395068.75,511986.88,-.69258142,-.18021086,,,,,,4,4
"YORKSHIRE, NORTH RIDING",6.6839595,ELLERTON ABBEY,407080.47,496470.19,1.443785,-.40523645,,,,,,4,4
"YORKSHIRE, NORTH RIDING",25.058438,MARRICK,406003.41,501215.59,-.69258142,-.33982643,,,,,,4,4
"YORKSHIRE, NORTH RIDING",59.02026,ARKENGARTHDALE,397421,505400.09,-.69258142,-.34659535,,,,,,4,4
"YORKSHIRE, NORTH RIDING",6.9297565,FREMINGTON,403742.38,500889.69,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",3.4039385,REETH,403101.16,499611.88,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",1.53965175,HEALAUGH,401670.78,499109.28,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",11.756456,REETH HIGH MOOR,399380.66,500921.06,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",19.431882,MELBECKS MOOR,394712.84,501332.47,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",5.15787,GUNNERSIDE WITH LODGE GREEN,394121.81,498858.5,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",.7342030000000001,WINTERINGS,394485.63,499454.47,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",2.91298975,LOW ROW,397459.19,498083.84,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",10.01265,GILMONBY,398824.34,511969.88,1.443785,-.40523645,,,,,,4,4
"YORKSHIRE, NORTH RIDING",3.7618475,FEETHAM,399484.25,499048.91,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",3.61200125,CRACKPOT,396202.78,496696.66,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",4.2947,SUMMER LODGE,396110.66,495146.88,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",10.217253,WHITASIDE,399163.72,496569.5,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",1.06709625,HARKERSIDE,402317.59,498468.5,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",.9522709375,WEST GRINTON,403630.28,498361.44,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",5.3520265,GRINTON,404350.25,496582.34,1.443785,-.40523645,,,,,,4,4
"YORKSHIRE, NORTH RIDING",1.789592375,COGDEN,405386.28,497021.09,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",5.828041,HARKERSIDE MOOR,402247.25,497102.81,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",6.0748555,SATRON,394104.5,496292.31,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",5.5447625,OXNOP,392497.31,495936.69,1.443785,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",9.225652999999999,MUKER,389632.03,496573.66,1.443785,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",8.914313999999999,THWAITE,387180.09,497796.31,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",15.477996,ANGRAM,385042.19,499333.13,-.69258142,,,,,,,4,4
"YORKSHIRE, NORTH RIDING",7.547357,KELD AND THORNS,389269.19,499993.69,-.69258142,,,,,,,4,4
