name,counterParty,lat,long,L,s,d,total,multi,split,land,tithe,mill,fee,alms,infra,transfer,court,annuity,education,unknown,sum,selected,diocese,town,order,typeHouse,members,year,latitude,longitude,mother hou,nickAdd,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,region,founded,originalFoundation,ID,synProx,incomplete,type
Glastonbury Abbey,St Bartholomew's hospital master pension,51.5175,-0.1001,,-44,,-528.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
Glastonbury Abbey,St Paul's Cathedral,51.5139921696194,-0.0983613306137115,,-20,,-240.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Alms to poor women within the gates of the Abbey?,51.146677,-2.715335,,-100,,-1200.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,alms
Glastonbury Abbey,John Godelade bailiff there,,,,-42,,-504.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,Bristol,51.463737,-2.566808,,113,4,1360.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Jeronemus Grene bailiff of Bristol,,,,-13,-4,-160.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,Wynford Eagle rent,50.761191,-2.591177,25,33,4,6400.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Christopher Lyatt bailiff at Wynford Eagle,,,,-20,,-240.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,West Bradley,51.129896,-2.633886,8,12,,2064.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Richard Parker bailiff of West Bradley,,,,-10,,-120.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,West Bradley court,51.129896,-2.633886,,4,2,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,court
Glastonbury Abbey,West Bradley fines?,51.129896,-2.633886,,30,,360.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,unknown
Glastonbury Abbey,West Monkton,51.049758,-3.054371,58,33,18,14334.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,John Shattock bailiff of West Monkton,,,,-26,-8,-320.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,West Monkton court,51.049758,-3.054371,,30,2,362.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,court
Glastonbury Abbey,West Monkton fines?,51.049758,-3.054371,,50,,600.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,unknown
Glastonbury Abbey,Longbridge Deverill,51.17168,-2.193049,63,83,33.75,16149.75,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Salisbury bishop syn,51.0651623819891,-1.79728204412351,,-3,-3.5,-39.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,1,0,synProx
Glastonbury Abbey,Salisbury bishop pension,51.0651623819891,-1.79728204412351,,-13,-4,-160.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
Glastonbury Abbey,Salisbury dean and chapter,51.0651623819891,-1.79728204412351,,-3,-4,-40.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
Glastonbury Abbey,Salisbury archdeacon prox,51.0651623819891,-1.79728204412351,,-15,-8.5,-188.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,1,0,synProx
Glastonbury Abbey,John Bowser steward in Longbridge Deverill,,,,-20,,-240.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,William Bryce bailiff of Longbridge Deverill,,,,-13,-4,-160.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,Longbridge Deverill court,51.17168,-2.193049,,29,5,353.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,court
Glastonbury Abbey,Longbridge Deverill fines?,51.17168,-2.193049,,50,,600.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,unknown
Glastonbury Abbey,Monkton Deverill,51.134789,-2.207187,30,14,6.75,7374.75,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,William Bryce bailiff of Monkton Deverill,,,,-10,,-120.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,Shapwick,51.14091,-2.833271,1.6,0.8,0.5,394.1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Pedwell,51.126314,-2.824602,1.6,0.8,0.5,394.1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Sutton Mallet,51.128953,-2.896786,1.6,0.8,0.5,394.1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Sowey,,,1.6,0.8,0.5,394.1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Moorlinch,51.12766,-2.86005,1.6,0.8,0.5,394.1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Shapwick,51.14091,-2.833271,,20.6,0.8,248.00000000000003,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Pedwell,51.126314,-2.824602,,20.6,0.8,248.00000000000003,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Sutton Mallet,51.128953,-2.896786,,20.6,0.8,248.00000000000003,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Sowey,,,,20.6,0.8,248.00000000000003,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Moorlinch,51.12766,-2.86005,,20.6,0.8,248.00000000000003,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,Chaplain at Mary Magdalen Hospital in Glastonbury,,,-4,,,-960.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
Glastonbury Abbey,Richard Broderybbe and John Frye bailiffs there,,,,-61,-4,-736.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,Shapwick,51.14091,-2.833271,,2,,24.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,unknown
Glastonbury Abbey,Pedwell,51.126314,-2.824602,,2,,24.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,unknown
Glastonbury Abbey,Sutton Mallet,51.128953,-2.896786,,2,,24.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,unknown
Glastonbury Abbey,Sowey,,,,2,,24.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,unknown
Glastonbury Abbey,Moorlinch,51.12766,-2.86005,,2,,24.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,unknown
Glastonbury Abbey,Bassaleg,51.583879,-3.041796,23,21,11,5783.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,land
Glastonbury Abbey,John Hoptkyns bailiff of Barselake,,,,-6,-8,-80.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,fee
Glastonbury Abbey,Weston Town,51.176706,-2.425919,65,6,8,15680.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,Doulting,51.182697,-2.509733,18,13,4,4480.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,Budleigh,50.968968,-3.15711,12,,,2880.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,Baltonsborough,51.11236,-2.656803,8,10,,2040.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,South Damerham,50.945955,-1.868019,26,,,6240.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,St Joseph oblations,,,6,13,4,1600.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,St John the Baptist of Glastonbury,51.148201,-2.716116,22.333333333333332,5,1.5,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,St Benedict,51.146677,-2.719652,22.333333333333332,5,1.5,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,West Pennard,51.141935,-2.641501,22.333333333333332,5,1.5,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,East Pennard,51.137678,-2.575779,19,,,4560.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,West Bradley,51.129896,-2.633886,,100,,1200.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,East Brent,51.264171,-2.934723,20,,,4800.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,Sturminster,50.927871,-2.304296,10,2,,2424.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,Mere,51.095383,-2.275844,20,,,4800.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,Longbridge Deverill,51.17168,-2.193049,,40,,480.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,Mount St Michael near Glastonbury,,,,53,3,639.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,Shapwick,51.14091,-2.833271,22,7.5,2,5372.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,Moorlinch,51.12766,-2.86005,22,7.5,2,5372.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,tithe
Glastonbury Abbey,High Ham,51.07592,-2.820997,,40,,480.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
Glastonbury Abbey,West Monkton,51.049758,-3.054371,,26,8,320.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
Glastonbury Abbey,Batcombe,51.150423,-2.448577,,20,,240.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
Glastonbury Abbey,Wrington,51.366198,-2.743234,,40,,480.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
Glastonbury Abbey,Ditcheat,51.125236,-2.535439,,40,,480.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
Glastonbury Abbey,Wells,51.215676,-2.640624,,20,,240.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,368,0,0,transfer
