name,order,landIncMean,titheIncMean,millIncMean,feeIncMean,almsIncMean,infraIncMean,transferIncMean,courtIncMean,annuityIncMean,educationIncMean,synProxIncMean,glebeIncMean,woodIncMean,unknownIncMean,landExpMean,titheExpMean,millExpMean,feeExpMean,almsExpMean,infraExpMean,transferExpMean,courtExpMean,annuityExpMean,educationExpMean,synProxExpMean,glebeExpMean,woodExpMean,unknownExpMean,year,region,totalInc,totalExp,netInc,depHouse,latitude,longitude,incomplete,landIncSum,titheIncSum,millIncSum,feeIncSum,almsIncSum,infraIncSum,transferIncSum,courtIncSum,annuityIncSum,educationIncSum,synProxIncSum,glebeIncSum,woodIncSum,unknownIncSum,landExpSum,titheExpSum,millExpSum,feeExpSum,almsExpSum,infraExpSum,transferExpSum,courtExpSum,annuityExpSum,educationExpSum,synProxExpSum,glebeExpSum,woodExpSum,unknownExpSum
Fordham Priory,Gilbertine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.0,1.0,,,9760.5,,52.3054,0.3865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fountains Abbey,Cistercian,1692.4470198675497,9080.0,,,,,,120.0,,,,,1200.0,6400.0,-389.2258064516129,,,-400.258064516129,-4860.0,,-2222.1666666666665,-44.0,,,,,,-24.0,1539.0,5.0,263367.5,-42735.0,214792.5,,54.109931,-1.581182,0.0,255559.5,18160.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1200.0,6400.0,-12066.0,0.0,0.0,-12408.0,-4860.0,0.0,-13333.0,-44.0,0.0,0.0,0.0,0.0,0.0,-24.0
Frithelstock Priory,Augustinian,2804.1666666666665,5264.75,,,,,,529.0625,,,,,,120.0,-24.0,,-12.0,-293.3333333333333,,,-960.0,,,,-39.111111111111114,,,,1536.0,3.0,,,30508.25,,50.955,-4.188333,0.0,16825.0,15794.25,0.0,0.0,0.0,0.0,0.0,2116.25,0.0,0.0,0.0,0.0,0.0,120.0,-24.0,0.0,-12.0,-880.0,0.0,0.0,-960.0,0.0,0.0,0.0,-352.0,0.0,0.0,0.0
Furness Abbey,Cistercian,1242.5972222222222,8498.4,1750.0,,,,1440.0,1936.0,,,,,,656.0,-446.6666666666667,,,-794.6,,,-2184.1666666666665,,,,,,,,1537.0,5.0,227134.0,,,1.0,54.135859,-3.1982880000000002,0.0,178934.0,42492.0,5250.0,0.0,0.0,0.0,1440.0,1936.0,0.0,0.0,0.0,0.0,0.0,1968.0,-4020.0,0.0,0.0,-15892.0,0.0,0.0,-13105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glastonbury Abbey,Benedictine,6631.845959595959,4171.133333333333,4400.0,,,,352.0,448.9635416666667,,,,,1232.8214285714287,1302.7962962962963,-43.583333333333336,,,-470.61328125,-17500.0,,-387.90909090909093,-849.0,-1200.0,-8000.0,-130.0,,,,1539.0,3.0,842080.75,-47352.0,794248.75,,51.146677,-2.715335,0.0,656552.75,62567.0,4400.0,0.0,0.0,0.0,5280.0,21550.25,0.0,0.0,0.0,0.0,17259.5,70351.0,-523.0,0.0,0.0,-30119.25,-35000.0,0.0,-4267.0,-849.0,-1200.0,-8000.0,-520.0,0.0,0.0,0.0
Hampole Priory,Cistercian,360.7,1213.7142857142858,560.0,,,,,12.0,,,,,160.0,137.33333333333334,-24.875,,,-293.3333333333333,,,-702.6666666666666,,,,,,,,1539.0,5.0,20483.0,-5295.0,15188.0,,53.58767,-1.237362,0.0,10821.0,8496.0,560.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,160.0,412.0,-199.0,0.0,0.0,-880.0,0.0,0.0,-4216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrold Priory,Augustinian,177.66666666666666,2400.0,,,,,,160.0,,,,,400.0,2640.0,-18.666666666666668,,,-373.3333333333333,-144.0,,,,,,-180.0,,,,1536.0,2.0,11318.0,-1500.0,9818.0,,52.19945,-0.60547,0.0,3198.0,4800.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,400.0,2640.0,-56.0,0.0,0.0,-1120.0,-144.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0
Hartland Abbey,Augustinian,3557.15625,4113.333333333333,,,,,210.66666666666666,1535.0,,,,864.0,,2880.0,-101.5,,,-470.0,,,-360.0,,,,-45.75,,,,1539.0,3.0,,,73642.0,,50.996667,-4.508611,0.0,28457.25,37020.0,0.0,0.0,0.0,0.0,632.0,4605.0,0.0,0.0,0.0,864.0,0.0,2880.0,-406.0,0.0,0.0,-2820.0,0.0,0.0,-360.0,0.0,0.0,0.0,-366.0,0.0,0.0,0.0
Henwood Priory,Benedictine,244.5,,,,,,,,,,,,,,-31.0,,,-240.0,-48.0,,,,,,,,,,1536.0,4.0,5623.5,-559.0,5064.5,,52.405724,-1.729754,0.0,5623.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,0.0,0.0,-480.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hexham Priory,Augustinian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.0,5.0,,,29413.0,,54.971541,-2.102745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heynings Priory,Cistercian,1680.0,3680.0,,,,,,,,,,,,,-54.666666666666664,,,-240.0,,,-224.0,,,,-90.0,,,,1539.0,4.0,14080.0,-2258.0,11810.0,,53.357499999999995,-0.7296299999999999,0.0,6720.0,7360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,0.0,0.0,-720.0,0.0,0.0,-1120.0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0
Hickling Priory,Augustinian,1771.6363636363637,1704.0,,,,,,590.75,,,,,175.375,,-470.8888888888889,,,-205.0,,,-332.0,,,,,,,,1536.0,1.0,32425.75,-8202.0,24223.75,,52.76689999999999,1.5829999999999997,0.0,19488.0,10224.0,0.0,0.0,0.0,0.0,0.0,2363.0,0.0,0.0,0.0,0.0,350.75,0.0,-4238.0,0.0,0.0,-1640.0,0.0,0.0,-2324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hinton Priory,Carthusian,2009.3076923076924,,840.0,,,,,266.6666666666667,,,,,800.0,1194.0,-363.3333333333333,,,-310.0,,,-547.0,,,,,,,-140.0,1539.0,3.0,63024.0,-3274.0,59750.0,,51.3313,-2.3199,0.0,52242.0,0.0,840.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,800.0,9552.0,-1090.0,0.0,0.0,-1550.0,0.0,0.0,-2735.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.0
Hitchin Priory,Gilbertine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.0,2.0,,,3312.0,,51.946926,-0.276495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Holy Trinity Priory, Aldgate",Augustinian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.0,2.0,,,85362.0,,51.513646,-0.078074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Holy Trinity Priory, Ipswich",Augustinian,625.9459459459459,1096.0,,,,,,,,,,,,,-116.27027027027027,,,-352.0,-432.0,,,,,,-504.5,,,-50.0,1537.0,1.0,,,21201.0,,52.060559999999995,1.15814,0.0,23160.0,5480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4302.0,0.0,0.0,-1760.0,-432.0,0.0,0.0,0.0,0.0,0.0,-1009.0,0.0,0.0,-50.0
Hornby Priory,Premonstratensian,658.05,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,1538.0,5.0,,,,,54.115407,-2.648124,0.0,6580.5,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horton Priory,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.0,3.0,,,12720.0,1.0,50.866545,-1.958522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoxne Priory,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.0,1.0,,,4320.0,1.0,52.342,1.203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humberston Abbey,Benedictine,437.35714285714283,1360.0,,,,,,,,,,,,12.0,-40.0,,,-173.33333333333334,-80.0,,-840.0,,,,-200.0,,,,1536.0,4.0,10215.0,-2520.0,7695.0,,53.53406,-0.025960000000000004,0.0,6123.0,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-40.0,0.0,0.0,-520.0,-80.0,0.0,-1680.0,0.0,0.0,0.0,-200.0,0.0,0.0,0.0
Hurley Priory,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.0,2.0,,,29261.0,1.0,51.5496,-0.8097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyde Abbey,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.0,3.0,238433.0,-30814.25,207618.75,,51.0686,-1.3143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrow Priory,Benedictine,1657.3333333333333,4720.0,,,,,,,,,,,,,,,,-240.0,-160.0,,,,,,,,,,1536.0,5.0,2492.0,-400.0,9280.0,1.0,54.980375,-1.472183,0.0,4972.0,4720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-240.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerswell Priory,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.0,3.0,,,6720.0,,50.849253,-3.316734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keynsham Abbey,Augustinian,2593.4285714285716,2064.0,4240.0,,,,140.0,1368.0,,,,,,2257.3333333333335,-30.5,,,-392.2105263157895,-2580.0,,-140.0,,,,-199.25,,,,1539.0,3.0,108042.0,-7357.75,100684.25,,51.4172,-2.4961,0.0,90770.0,10320.0,4240.0,0.0,0.0,0.0,560.0,1368.0,0.0,0.0,0.0,0.0,0.0,6772.0,-244.0,0.0,0.0,-7452.0,-2580.0,0.0,-420.0,0.0,0.0,0.0,-597.75,0.0,0.0,0.0
Kilburn Priory Benedictines,Benedictine,1227.4545454545455,2160.0,,,,,1968.0,75.0,,,,,231.0,,-123.33333333333333,,,-206.66666666666666,,,-600.0,,,,-90.0,,,,1536.0,2.0,20735.0,-2400.0,17855.0,,51.541066,-0.198922,0.0,13502.0,2160.0,0.0,0.0,0.0,0.0,3936.0,225.0,0.0,0.0,0.0,0.0,924.0,0.0,-370.0,0.0,0.0,-620.0,0.0,0.0,-1800.0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0
King's Lynn Priory Benedictines,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.0,1.0,,,6000.0,1.0,52.751422,0.395442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingswood Abbey,Cistercian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.0,3.0,,,55680.0,,51.626558,-2.366789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirkstead Abbey,Cistercian,1155.48046875,,908.0,,,,,,,,,,,1840.0,-414.0,,,-294.4,,,-544.0,,,,-212.0,,,-304.8,1537.0,4.0,81287.75,-12616.0,92671.75,1.0,53.138463,-0.223131,0.0,73950.75,0.0,3632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.0,-4140.0,0.0,0.0,-5888.0,0.0,0.0,-1088.0,0.0,0.0,0.0,-212.0,0.0,0.0,-1524.0
Kyme Priory,Augustinian,519.2571428571429,1282.2222222222222,,,,,347.6666666666667,20.0,,,,,,,-44.375,,,-240.0,-4088.0,,-720.0,,,,-610.0,,,-40.0,1539.0,4.0,33177.0,-8933.0,24244.0,,53.032601,-0.258822,0.0,18174.0,11540.0,0.0,0.0,0.0,0.0,1043.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-355.0,0.0,0.0,-960.0,-4088.0,0.0,-2880.0,0.0,0.0,0.0,-610.0,0.0,0.0,-40.0
Langley Abbey,Premonstratensian,1243.8235294117646,1186.0625,,,,,,48.0,,,,,,,-124.0,,,-218.66666666666666,-1539.0,,-280.0,,,,-292.75,,,,1536.0,1.0,30957.5,-5800.5,25157.5,,52.572177,1.485601,0.0,21145.0,9488.5,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,-868.0,0.0,0.0,-1968.0,-1539.0,0.0,-840.0,0.0,0.0,0.0,-585.5,0.0,0.0,0.0
Launceston Priory,Augustinian,2931.828125,1613.0434782608695,,,,,116.4,233.0,,,,,,6245.0,,,,-476.8888888888889,-446.5,,-532.0,,,,-189.0,,,-59.0,1538.0,3.0,,,84971.25,,50.63642500000001,-4.355307,0.0,46909.25,37100.0,0.0,0.0,0.0,0.0,1164.0,2796.0,0.0,0.0,0.0,0.0,0.0,6245.0,0.0,0.0,0.0,-4292.0,-1786.0,0.0,-2660.0,0.0,0.0,0.0,-189.0,0.0,0.0,-236.0
Launde Priory,Augustinian,1282.5833333333333,2866.7368421052633,,,,,158.85714285714286,31.0,,,,,,27120.0,-631.5,,,-390.7692307692308,-800.0,,-925.4736842105264,,,,-807.75,,,,1539.0,4.0,122597.5,-26797.75,95799.75,,52.6312,-0.8233660000000002,0.0,38477.5,54468.0,0.0,0.0,0.0,0.0,1112.0,124.0,0.0,0.0,0.0,0.0,0.0,27120.0,-2526.0,0.0,0.0,-5080.0,-800.0,0.0,-17584.0,0.0,0.0,0.0,-807.75,0.0,0.0,0.0
Lavendon Abbey,Premonstratensian,369.2586206896552,1446.2,,,,,,480.0,,,,,,3510.0,-20.970588235294116,,,-260.0,,,-291.2,,,,-463.0,,,,1536.0,2.0,21939.5,-2815.5,19064.0,,51.1695,-0.6683,0.0,10708.5,7231.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,3510.0,-356.5,0.0,0.0,-780.0,0.0,0.0,-1456.0,0.0,0.0,0.0,-463.0,0.0,0.0,0.0
Legbourne Priory,Cistercian,443.3269230769231,1423.6,,,,,,,,,,,,,-330.6666666666667,,,-246.66666666666666,,,-699.2,,,,-172.5,,,-8.0,1536.0,4.0,13841.25,-4621.0,9220.0,,53.33744,0.040035,0.0,5763.25,7118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-992.0,0.0,0.0,-740.0,0.0,0.0,-3496.0,0.0,0.0,0.0,-345.0,0.0,0.0,-8.0
Leicester Abbey,Augustinian,1459.546875,1429.265306122449,,,,,392.94117647058823,58.77777777777778,,,,,,9840.0,-245.57692307692307,,,-478.0,,,-1350.8,,,,-637.625,,,,1538.0,4.0,254884.75,-26471.0,228413.75,,52.648989,-1.136583,0.0,163469.25,70034.0,0.0,0.0,0.0,0.0,6680.0,1058.0,0.0,0.0,0.0,0.0,0.0,9840.0,-3192.5,0.0,0.0,-4780.0,0.0,0.0,-13508.0,0.0,0.0,0.0,-2550.5,0.0,0.0,0.0
Leiston Abbey,Premonstratensian,726.1778846153846,2520.0,560.0,,,,,800.0,,,,,,8.0625,-277.27272727272725,,,-413.3333333333333,,,-190.0,,,,-87.4,,,-80.0,1537.0,1.0,,,43645.125,,52.221447000000005,1.578016,0.0,37761.25,10080.0,560.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,16.125,-3050.0,0.0,0.0,-2480.0,0.0,0.0,-760.0,0.0,0.0,0.0,-437.0,0.0,0.0,-80.0
Leominster Priory,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.0,4.0,,,107520.0,1.0,52.2293,-2.7359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lindisfarne Priory,Benedictine,413.14285714285717,8680.0,,,,,,,,,,,,,-113.0,,,-220.0,-1720.0,,,,,,,,,,1536.0,5.0,14460.0,-2713.0,11747.0,1.0,55.66931400000001,-1.800884,0.0,5784.0,8680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-113.0,0.0,0.0,-880.0,-1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Little Marlow Priory,Benedictine,396.625,872.3333333333334,,,,,,,,,,,,,-68.0,,,-760.0,-80.0,,-760.0,,,,-211.75,,,,1536.0,2.0,8963.0,-3399.75,5563.25,,51.5854,-0.7422,0.0,6346.0,2617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0,0.0,0.0,-1520.0,-80.0,0.0,-1520.0,0.0,0.0,0.0,-211.75,0.0,0.0,0.0
Lytham Priory,Benedictine,1295.375,2327.0,,,,,160.0,,,,,,,,,,,-200.0,-120.0,,,,,,-36.0,,,,1535.0,5.0,12910.0,-1156.0,11754.0,1.0,53.7441,-2.9768,0.0,10363.0,2327.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,-120.0,0.0,0.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0
Marham Abbey,Cistercian,663.3055555555555,640.0,,,,,120.0,160.0,,,,,,3246.0,-53.5,,,-280.0,,,-1280.0,,,,,,,,1536.0,1.0,10135.75,-2054.0,8081.75,,52.659,0.5218,0.0,5969.75,640.0,0.0,0.0,0.0,0.0,120.0,160.0,0.0,0.0,0.0,0.0,0.0,3246.0,-214.0,0.0,0.0,-560.0,0.0,0.0,-1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marmont Priory,Gilbertine,518.7,600.0,,,,,,,,,,,,,-32.6,,,-80.0,,,-184.0,,,,-91.5,,,,1538.0,1.0,3193.5,-690.0,2491.0,,52.588554,0.20402,0.0,2593.5,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163.0,0.0,0.0,-80.0,0.0,0.0,-368.0,0.0,0.0,0.0,-91.5,0.0,0.0,0.0
Marton Priory,Augustinian,1290.08,3898.6666666666665,,,,,,,,,,,,,-113.0,,,-224.0,-480.0,,-1928.6666666666667,,,,,,,-48.0,1536.0,5.0,43948.0,-7648.0,36304.0,,54.11794400000001,-1.107694,0.0,32252.0,11696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-226.0,0.0,0.0,-1120.0,-480.0,0.0,-5786.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0
Missenden Abbey,Augustinian,1505.875,1938.1,,,,,1120.0,840.0,,,,,,320.0,-219.11111111111111,,,-586.6666666666666,-384.0,,-291.0,,,,-494.75,,,,1538.0,2.0,68589.0,-5774.75,62814.25,,51.700759,-0.702853,0.0,48188.0,19381.0,0.0,0.0,0.0,0.0,1120.0,1680.0,0.0,0.0,0.0,0.0,0.0,320.0,-1972.0,0.0,0.0,-1760.0,-384.0,0.0,-1164.0,0.0,0.0,0.0,-494.75,0.0,0.0,0.0
Modney Priory,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.0,1.0,,,480.0,1.0,52.540623,0.368985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monk Bretton Priory,Benedictine,1066.0,8083.2,320.0,,,,,,,,,,,1911.5,-65.04166666666667,,,-342.85714285714283,-38.0,,-697.2173913043479,,,,-81.6,,,,1538.0,5.0,77618.0,-20216.0,57402.0,,53.554013,-1.4383720000000002,0.0,24518.0,40416.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3823.0,-1561.0,0.0,0.0,-2400.0,-76.0,0.0,-16036.0,0.0,0.0,0.0,-408.0,0.0,0.0,0.0
Monkton Farleigh,Benedictine,2391.46875,1170.6666666666667,,,,,257.09090909090907,57.125,,,,,,,-1399.4285714285713,,,-408.8888888888889,-640.0,,-160.0,,,,-278.0,,,,1537.0,3.0,,,36890.5,,51.388848,-2.279744,0.0,38263.5,10536.0,0.0,0.0,0.0,0.0,2828.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,-9796.0,0.0,0.0,-3680.0,-640.0,0.0,-160.0,0.0,0.0,0.0,-278.0,0.0,0.0,0.0
Moxby Priory,Benedictine,781.5555555555555,720.0,,,,,,,,,,,,,,,,-280.0,,,-640.0,,,,,,,,1536.0,5.0,7754.0,-1480.0,6274.0,,54.095015,-1.08895,0.0,7034.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-840.0,0.0,0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mullicourt Priory,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.0,1.0,,,1440.0,1.0,52.602291,0.260744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neasham Priory,Benedictine,337.7368421052632,,,,,,,,,,,,,,-273.0,,,-280.0,,,,,,,,,,,1540.0,5.0,6357.0,-1346.0,5011.0,,54.459642,-1.465424,0.0,6417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-546.0,0.0,0.0,-560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newenham Abbey,Cistercian,5100.888888888889,3200.0,,,,,,1473.3333333333333,,,,902.0,,,-162.66666666666666,,,-286.25,,,-160.0,,,,,,,,1539.0,3.0,,,54572.0,1.0,50.771522,-3.012819,0.0,45908.0,6400.0,0.0,0.0,0.0,0.0,0.0,4420.0,0.0,0.0,0.0,902.0,0.0,0.0,-488.0,0.0,0.0,-2290.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newminster Abbey,Cistercian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.0,5.0,,,24107.0,1.0,55.167244,-1.701037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Newstead Priory, Nottinghamshire",Augustinian,1589.9166666666667,2544.0,480.0,,,,,75.33333333333333,,,,,,2400.0,-40.0,,,-210.0,-960.0,,-411.75,,,,-49.333333333333336,,,-74.0,1539.0,4.0,52784.0,,40283.0,,53.078390999999996,-1.192769,0.0,38158.0,12720.0,480.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,2400.0,-40.0,0.0,0.0,-2520.0,-960.0,0.0,-8235.0,0.0,0.0,0.0,-148.0,0.0,0.0,-518.0
Newstead-on-Ancholme Priory,Gilbertine,750.6666666666666,1920.0,,,,,,12.0,,,,,,,-133.5,,,-200.0,-536.0,,-228.0,,,,,,,,1538.0,4.0,10940.0,-1659.0,9281.0,,53.5271,-0.49350999999999995,0.0,9008.0,1920.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-267.0,0.0,0.0,-400.0,-536.0,0.0,-456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norman's Burrow,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.0,1.0,,,1440.0,1.0,52.780502,0.800833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Ferriby Priory,Augustinian,670.68,4400.0,,,,,,,,,,,,1724.0,-33.3125,,,-373.3333333333333,-283.5,,-1026.6666666666667,,,,-144.0,,,,1536.0,5.0,22939.0,-8525.0,14414.0,,53.718336,-0.50587,0.0,16767.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724.0,-533.0,0.0,0.0,-1120.0,-567.0,0.0,-6160.0,0.0,0.0,0.0,-144.0,0.0,0.0,0.0
Norton Priory,Augustinian,1070.3076923076924,1536.8,,,,,24.0,,,,,,,4953.0,-55.875,,,-456.6666666666667,-6960.0,,-737.6666666666666,,,,,,,-1680.0,1536.0,4.0,62060.0,-18769.5,43290.5,,53.3423,-2.6799,0.0,27828.0,15368.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19812.0,-223.5,0.0,0.0,-5480.0,-6960.0,0.0,-4426.0,0.0,0.0,0.0,0.0,0.0,0.0,-1680.0
