,city,year,population,latitude,longitude
3372,Milton Keynes,1500.0,0.0,52.04,-0.76
3373,Milton Keynes,1550.0,0.0,52.04,-0.76
3374,Milton Keynes,1600.0,0.0,52.04,-0.76
3375,Milton Keynes,1650.0,0.0,52.04,-0.76
3376,Milton Keynes,1700.0,0.0,52.04,-0.76
3377,Milton Keynes,1750.0,0.0,52.04,-0.76
3378,Milton Keynes,1800.0,0.0,52.04,-0.76
3379,Milton Keynes,1850.0,0.0,52.04,-0.76
3380,Milton Keynes,1900.0,0.0,52.04,-0.76
3381,Milton Keynes,1950.0,0.0,52.04,-0.76
3382,Milton Keynes,2000.0,249.0,52.04,-0.76
3429,Nantwich,700.0,0.0,53.067,-2.522
3430,Nantwich,800.0,0.0,53.067,-2.522
3431,Nantwich,900.0,0.0,53.067,-2.522
3432,Nantwich,1000.0,1.0,53.067,-2.522
3433,Nantwich,1100.0,1.0,53.067,-2.522
3434,Nantwich,1200.0,1.0,53.067,-2.522
3435,Nantwich,1300.0,1.0,53.067,-2.522
3436,Nantwich,1400.0,1.0,53.067,-2.522
3437,Nantwich,1500.0,2.0,53.067,-2.522
3438,Nantwich,1550.0,3.0,53.067,-2.522
3439,Nantwich,1600.0,3.0,53.067,-2.522
3440,Nantwich,1650.0,4.0,53.067,-2.522
3441,Nantwich,1700.0,4.0,53.067,-2.522
3442,Nantwich,1750.0,3.0,53.067,-2.522
3443,Nantwich,1800.0,3.0,53.067,-2.522
3444,Nantwich,1850.0,6.0,53.067,-2.522
3445,Nantwich,1900.0,8.0,53.067,-2.522
3446,Nantwich,1950.0,10.0,53.067,-2.522
3447,Nantwich,2000.0,13.0,53.067,-2.522
3495,Newbury,700.0,0.0,51.401,-1.323
3496,Newbury,800.0,0.0,51.401,-1.323
3497,Newbury,900.0,0.0,51.401,-1.323
3498,Newbury,1000.0,1.0,51.401,-1.323
3499,Newbury,1100.0,1.0,51.401,-1.323
3500,Newbury,1200.0,1.0,51.401,-1.323
3501,Newbury,1300.0,1.0,51.401,-1.323
3502,Newbury,1400.0,1.0,51.401,-1.323
3503,Newbury,1500.0,3.0,51.401,-1.323
3504,Newbury,1550.0,3.0,51.401,-1.323
3505,Newbury,1600.0,2.0,51.401,-1.323
3506,Newbury,1650.0,2.0,51.401,-1.323
3507,Newbury,1700.0,2.0,51.401,-1.323
3508,Newbury,1750.0,3.0,51.401,-1.323
3509,Newbury,1800.0,4.0,51.401,-1.323
3510,Newbury,1850.0,7.0,51.401,-1.323
3511,Newbury,1900.0,11.0,51.401,-1.323
3512,Newbury,1950.0,18.0,51.401,-1.323
3513,Newbury,2000.0,28.0,51.401,-1.323
3563,Newport,700.0,0.0,51.5833,-3.0
3564,Newport,700.0,0.0,50.701,-1.2883
3565,Newport,700.0,0.0,52.7691,-2.3787
3566,Newport,800.0,0.0,51.5833,-3.0
3567,Newport,800.0,0.0,50.701,-1.2883
3568,Newport,800.0,0.0,52.7691,-2.3787
3569,Newport,900.0,0.0,51.5833,-3.0
3570,Newport,900.0,0.0,50.701,-1.2883
3571,Newport,900.0,0.0,52.7691,-2.3787
3572,Newport,1000.0,0.0,51.5833,-3.0
3573,Newport,1000.0,0.0,50.701,-1.2883
3574,Newport,1000.0,0.0,52.7691,-2.3787
3575,Newport,1100.0,1.0,51.5833,-3.0
3576,Newport,1100.0,1.0,50.701,-1.2883
3577,Newport,1100.0,1.0,52.7691,-2.3787
3578,Newport,1200.0,1.0,51.5833,-3.0
3579,Newport,1200.0,1.0,50.701,-1.2883
3580,Newport,1200.0,1.0,52.7691,-2.3787
3581,Newport,1300.0,1.0,51.5833,-3.0
3582,Newport,1300.0,1.0,50.701,-1.2883
3583,Newport,1300.0,1.0,52.7691,-2.3787
3584,Newport,1400.0,1.0,51.5833,-3.0
3585,Newport,1400.0,1.0,50.701,-1.2883
3586,Newport,1400.0,1.0,52.7691,-2.3787
3587,Newport,1500.0,1.0,51.5833,-3.0
3588,Newport,1500.0,1.0,50.701,-1.2883
3589,Newport,1500.0,1.0,52.7691,-2.3787
3590,Newport,1550.0,2.0,51.5833,-3.0
3591,Newport,1550.0,2.0,50.701,-1.2883
3592,Newport,1550.0,2.0,52.7691,-2.3787
3593,Newport,1600.0,2.0,51.5833,-3.0
3594,Newport,1600.0,2.0,50.701,-1.2883
3595,Newport,1600.0,2.0,52.7691,-2.3787
3596,Newport,1650.0,2.0,51.5833,-3.0
3597,Newport,1650.0,2.0,50.701,-1.2883
3598,Newport,1650.0,2.0,52.7691,-2.3787
3599,Newport,1700.0,2.0,51.5833,-3.0
3600,Newport,1700.0,2.0,50.701,-1.2883
3601,Newport,1700.0,2.0,52.7691,-2.3787
3602,Newport,1750.0,3.0,51.5833,-3.0
3603,Newport,1750.0,3.0,50.701,-1.2883
3604,Newport,1750.0,3.0,52.7691,-2.3787
3605,Newport,1800.0,4.0,51.5833,-3.0
3606,Newport,1800.0,4.0,50.701,-1.2883
3607,Newport,1800.0,4.0,52.7691,-2.3787
3608,Newport,1850.0,20.0,51.5833,-3.0
3609,Newport,1850.0,20.0,50.701,-1.2883
3610,Newport,1850.0,20.0,52.7691,-2.3787
3611,Newport,1900.0,79.0,51.5833,-3.0
3612,Newport,1900.0,79.0,50.701,-1.2883
3613,Newport,1900.0,79.0,52.7691,-2.3787
3614,Newport,1950.0,116.0,51.5833,-3.0
3615,Newport,1950.0,116.0,50.701,-1.2883
3616,Newport,1950.0,116.0,52.7691,-2.3787
3617,Newport,2000.0,137.0,51.5833,-3.0
3618,Newport,2000.0,137.0,50.701,-1.2883
3619,Newport,2000.0,137.0,52.7691,-2.3787
3696,Norwich,700.0,1.0,52.63,1.297
3697,Norwich,800.0,3.0,52.63,1.297
3698,Norwich,900.0,4.0,52.63,1.297
3699,Norwich,1000.0,5.0,52.63,1.297
3700,Norwich,1100.0,7.0,52.63,1.297
3701,Norwich,1200.0,10.0,52.63,1.297
3702,Norwich,1300.0,13.0,52.63,1.297
3703,Norwich,1400.0,6.0,52.63,1.297
3704,Norwich,1500.0,10.0,52.63,1.297
3705,Norwich,1550.0,14.0,52.63,1.297
3706,Norwich,1600.0,20.0,52.63,1.297
3707,Norwich,1650.0,24.0,52.63,1.297
3708,Norwich,1700.0,30.0,52.63,1.297
3709,Norwich,1750.0,37.0,52.63,1.297
3710,Norwich,1800.0,37.0,52.63,1.297
3711,Norwich,1850.0,68.0,52.63,1.297
3712,Norwich,1900.0,112.0,52.63,1.297
3713,Norwich,1950.0,121.0,52.63,1.297
3714,Norwich,2000.0,140.0,52.63,1.297
3716,Nottingham,700.0,0.0,52.95,-1.15
3717,Nottingham,800.0,0.0,52.95,-1.15
3718,Nottingham,900.0,0.0,52.95,-1.15
3719,Nottingham,1000.0,1.0,52.95,-1.15
3720,Nottingham,1100.0,2.0,52.95,-1.15
3721,Nottingham,1200.0,3.0,52.95,-1.15
3722,Nottingham,1300.0,4.0,52.95,-1.15
3723,Nottingham,1400.0,2.0,52.95,-1.15
3724,Nottingham,1500.0,3.0,52.95,-1.15
3725,Nottingham,1550.0,3.0,52.95,-1.15
3726,Nottingham,1600.0,4.0,52.95,-1.15
3727,Nottingham,1650.0,4.0,52.95,-1.15
3728,Nottingham,1700.0,5.0,52.95,-1.15
3729,Nottingham,1750.0,12.0,52.95,-1.15
3730,Nottingham,1800.0,29.0,52.95,-1.15
3731,Nottingham,1850.0,99.0,52.95,-1.15
3732,Nottingham,1900.0,238.0,52.95,-1.15
3733,Nottingham,1950.0,306.0,52.95,-1.15
3734,Nottingham,2000.0,304.0,52.95,-1.15
3752,Oldham,700.0,0.0,53.5444,-2.1169
3753,Oldham,800.0,0.0,53.5444,-2.1169
3754,Oldham,900.0,1.0,53.5444,-2.1169
3755,Oldham,1000.0,1.0,53.5444,-2.1169
3756,Oldham,1100.0,1.0,53.5444,-2.1169
3757,Oldham,1200.0,1.0,53.5444,-2.1169
3758,Oldham,1300.0,1.0,53.5444,-2.1169
3759,Oldham,1400.0,1.0,53.5444,-2.1169
3760,Oldham,1500.0,1.0,53.5444,-2.1169
3761,Oldham,1550.0,1.0,53.5444,-2.1169
3762,Oldham,1600.0,1.0,53.5444,-2.1169
3763,Oldham,1650.0,1.0,53.5444,-2.1169
3764,Oldham,1700.0,1.0,53.5444,-2.1169
3765,Oldham,1750.0,3.0,53.5444,-2.1169
3766,Oldham,1800.0,12.0,53.5444,-2.1169
3767,Oldham,1850.0,53.0,53.5444,-2.1169
3768,Oldham,1900.0,137.0,53.5444,-2.1169
3769,Oldham,1950.0,121.0,53.5444,-2.1169
3770,Oldham,2000.0,104.0,53.5444,-2.1169
3793,Oxford,700.0,0.0,51.7519,-1.2578
3794,Oxford,800.0,0.0,51.7519,-1.2578
3795,Oxford,900.0,1.0,51.7519,-1.2578
3796,Oxford,1000.0,2.0,51.7519,-1.2578
3797,Oxford,1100.0,2.0,51.7519,-1.2578
3798,Oxford,1200.0,3.0,51.7519,-1.2578
3799,Oxford,1300.0,3.0,51.7519,-1.2578
3800,Oxford,1400.0,2.0,51.7519,-1.2578
3801,Oxford,1500.0,5.0,51.7519,-1.2578
3802,Oxford,1550.0,5.0,51.7519,-1.2578
3803,Oxford,1600.0,5.0,51.7519,-1.2578
3804,Oxford,1650.0,6.0,51.7519,-1.2578
3805,Oxford,1700.0,8.0,51.7519,-1.2578
3806,Oxford,1750.0,8.0,51.7519,-1.2578
3807,Oxford,1800.0,12.0,51.7519,-1.2578
3808,Oxford,1850.0,29.0,51.7519,-1.2578
3809,Oxford,1900.0,49.0,51.7519,-1.2578
3810,Oxford,1950.0,86.0,51.7519,-1.2578
3811,Oxford,2000.0,150.0,51.7519,-1.2578
3821,Paisley,700.0,0.0,55.8466,-4.4236
3822,Paisley,800.0,0.0,55.8466,-4.4236
3823,Paisley,900.0,0.0,55.8466,-4.4236
3824,Paisley,1000.0,0.0,55.8466,-4.4236
3825,Paisley,1100.0,1.0,55.8466,-4.4236
3826,Paisley,1200.0,1.0,55.8466,-4.4236
3827,Paisley,1300.0,2.0,55.8466,-4.4236
3828,Paisley,1400.0,1.0,55.8466,-4.4236
3829,Paisley,1500.0,2.0,55.8466,-4.4236
3830,Paisley,1550.0,3.0,55.8466,-4.4236
3831,Paisley,1600.0,4.0,55.8466,-4.4236
3832,Paisley,1650.0,5.0,55.8466,-4.4236
3833,Paisley,1700.0,6.0,55.8466,-4.4236
3834,Paisley,1750.0,7.0,55.8466,-4.4236
3835,Paisley,1800.0,25.0,55.8466,-4.4236
3836,Paisley,1850.0,48.0,55.8466,-4.4236
3837,Paisley,1900.0,79.0,55.8466,-4.4236
3838,Paisley,1950.0,118.0,55.8466,-4.4236
3839,Paisley,2000.0,176.0,55.8466,-4.4236
3883,Perth,700.0,0.0,56.397,-3.437
3884,Perth,800.0,0.0,56.397,-3.437
3885,Perth,900.0,0.0,56.397,-3.437
3886,Perth,1000.0,0.0,56.397,-3.437
3887,Perth,1100.0,1.0,56.397,-3.437
3888,Perth,1200.0,2.0,56.397,-3.437
3889,Perth,1300.0,3.0,56.397,-3.437
3890,Perth,1400.0,2.0,56.397,-3.437
3891,Perth,1500.0,9.0,56.397,-3.437
3892,Perth,1550.0,7.0,56.397,-3.437
3893,Perth,1600.0,5.0,56.397,-3.437
3894,Perth,1650.0,6.0,56.397,-3.437
3895,Perth,1700.0,7.0,56.397,-3.437
3896,Perth,1750.0,9.0,56.397,-3.437
3897,Perth,1800.0,15.0,56.397,-3.437
3898,Perth,1850.0,25.0,56.397,-3.437
3899,Perth,1900.0,34.0,56.397,-3.437
3900,Perth,1950.0,38.0,56.397,-3.437
3901,Perth,2000.0,43.0,56.397,-3.437
3940,Plymouth,700.0,0.0,50.3714,-4.1422
3941,Plymouth,800.0,0.0,50.3714,-4.1422
3942,Plymouth,900.0,0.0,50.3714,-4.1422
3943,Plymouth,1000.0,0.0,50.3714,-4.1422
3944,Plymouth,1100.0,0.0,50.3714,-4.1422
3945,Plymouth,1200.0,1.0,50.3714,-4.1422
3946,Plymouth,1300.0,7.0,50.3714,-4.1422
3947,Plymouth,1400.0,7.0,50.3714,-4.1422
3948,Plymouth,1500.0,3.0,50.3714,-4.1422
3949,Plymouth,1550.0,5.0,50.3714,-4.1422
3950,Plymouth,1600.0,7.0,50.3714,-4.1422
3951,Plymouth,1650.0,7.0,50.3714,-4.1422
3952,Plymouth,1700.0,8.0,50.3714,-4.1422
3953,Plymouth,1750.0,14.0,50.3714,-4.1422
3954,Plymouth,1800.0,16.0,50.3714,-4.1422
3955,Plymouth,1850.0,52.0,50.3714,-4.1422
3956,Plymouth,1900.0,126.0,50.3714,-4.1422
3957,Plymouth,1950.0,209.0,50.3714,-4.1422
3958,Plymouth,2000.0,240.0,50.3714,-4.1422
3974,Poole,700.0,0.0,50.7167,-1.9833
3975,Poole,800.0,0.0,50.7167,-1.9833
3976,Poole,900.0,0.0,50.7167,-1.9833
3977,Poole,1000.0,0.0,50.7167,-1.9833
3978,Poole,1100.0,0.0,50.7167,-1.9833
3979,Poole,1200.0,1.0,50.7167,-1.9833
3980,Poole,1300.0,1.0,50.7167,-1.9833
3981,Poole,1400.0,1.0,50.7167,-1.9833
3982,Poole,1500.0,1.0,50.7167,-1.9833
3983,Poole,1550.0,1.0,50.7167,-1.9833
3984,Poole,1600.0,2.0,50.7167,-1.9833
3985,Poole,1650.0,2.0,50.7167,-1.9833
3986,Poole,1700.0,2.0,50.7167,-1.9833
3987,Poole,1750.0,3.0,50.7167,-1.9833
3988,Poole,1800.0,5.0,50.7167,-1.9833
3989,Poole,1850.0,9.0,50.7167,-1.9833
3990,Poole,1900.0,19.0,50.7167,-1.9833
3991,Poole,1950.0,51.0,50.7167,-1.9833
3992,Poole,2000.0,138.0,50.7167,-1.9833
4004,Portsmouth,700.0,0.0,50.8058,-1.0872
4005,Portsmouth,800.0,0.0,50.8058,-1.0872
4006,Portsmouth,900.0,0.0,50.8058,-1.0872
4007,Portsmouth,1000.0,0.0,50.8058,-1.0872
4008,Portsmouth,1100.0,1.0,50.8058,-1.0872
4009,Portsmouth,1200.0,1.0,50.8058,-1.0872
4010,Portsmouth,1300.0,1.0,50.8058,-1.0872
4011,Portsmouth,1400.0,1.0,50.8058,-1.0872
4012,Portsmouth,1500.0,2.0,50.8058,-1.0872
4013,Portsmouth,1550.0,1.0,50.8058,-1.0872
4014,Portsmouth,1600.0,1.0,50.8058,-1.0872
4015,Portsmouth,1650.0,2.0,50.8058,-1.0872
4016,Portsmouth,1700.0,3.0,50.8058,-1.0872
4017,Portsmouth,1750.0,10.0,50.8058,-1.0872
4018,Portsmouth,1800.0,33.0,50.8058,-1.0872
4019,Portsmouth,1850.0,72.0,50.8058,-1.0872
4020,Portsmouth,1900.0,188.0,50.8058,-1.0872
4021,Portsmouth,1950.0,233.0,50.8058,-1.0872
4022,Portsmouth,2000.0,187.0,50.8058,-1.0872
4033,Preston,700.0,0.0,53.759,-2.699
4034,Preston,700.0,0.0,53.7566,-0.1969
4035,Preston,800.0,0.0,53.759,-2.699
4036,Preston,800.0,0.0,53.7566,-0.1969
4037,Preston,900.0,0.0,53.759,-2.699
4038,Preston,900.0,0.0,53.7566,-0.1969
4039,Preston,1000.0,0.0,53.759,-2.699
4040,Preston,1000.0,0.0,53.7566,-0.1969
4041,Preston,1100.0,1.0,53.759,-2.699
4042,Preston,1100.0,1.0,53.7566,-0.1969
4043,Preston,1200.0,1.0,53.759,-2.699
4044,Preston,1200.0,1.0,53.7566,-0.1969
4045,Preston,1300.0,1.0,53.759,-2.699
4046,Preston,1300.0,1.0,53.7566,-0.1969
4047,Preston,1400.0,1.0,53.759,-2.699
4048,Preston,1400.0,1.0,53.7566,-0.1969
4049,Preston,1500.0,1.0,53.759,-2.699
4050,Preston,1500.0,1.0,53.7566,-0.1969
4051,Preston,1550.0,1.0,53.759,-2.699
4052,Preston,1550.0,1.0,53.7566,-0.1969
4053,Preston,1600.0,2.0,53.759,-2.699
4054,Preston,1600.0,2.0,53.7566,-0.1969
4055,Preston,1650.0,2.0,53.759,-2.699
4056,Preston,1650.0,2.0,53.7566,-0.1969
4057,Preston,1700.0,2.0,53.759,-2.699
4058,Preston,1700.0,2.0,53.7566,-0.1969
4059,Preston,1750.0,6.0,53.759,-2.699
4060,Preston,1750.0,6.0,53.7566,-0.1969
4061,Preston,1800.0,12.0,53.759,-2.699
4062,Preston,1800.0,12.0,53.7566,-0.1969
4063,Preston,1850.0,70.0,53.759,-2.699
4064,Preston,1850.0,70.0,53.7566,-0.1969
4065,Preston,1900.0,113.0,53.759,-2.699
4066,Preston,1900.0,113.0,53.7566,-0.1969
4067,Preston,1950.0,119.0,53.759,-2.699
4068,Preston,1950.0,119.0,53.7566,-0.1969
4069,Preston,2000.0,140.0,53.759,-2.699
4070,Preston,2000.0,140.0,53.7566,-0.1969
4107,Reading,700.0,0.0,51.4542,-0.9731
4108,Reading,800.0,0.0,51.4542,-0.9731
4109,Reading,900.0,0.0,51.4542,-0.9731
4110,Reading,1000.0,0.0,51.4542,-0.9731
4111,Reading,1100.0,1.0,51.4542,-0.9731
4112,Reading,1200.0,1.0,51.4542,-0.9731
4113,Reading,1300.0,2.0,51.4542,-0.9731
4114,Reading,1400.0,2.0,51.4542,-0.9731
4115,Reading,1500.0,4.0,51.4542,-0.9731
4116,Reading,1550.0,4.0,51.4542,-0.9731
4117,Reading,1600.0,5.0,51.4542,-0.9731
4118,Reading,1650.0,5.0,51.4542,-0.9731
4119,Reading,1700.0,5.0,51.4542,-0.9731
4120,Reading,1750.0,7.0,51.4542,-0.9731
4121,Reading,1800.0,10.0,51.4542,-0.9731
4122,Reading,1850.0,21.0,51.4542,-0.9731
4123,Reading,1900.0,73.0,51.4542,-0.9731
4124,Reading,1950.0,114.0,51.4542,-0.9731
4125,Reading,2000.0,143.0,51.4542,-0.9731
4136,Renfrew,700.0,0.0,55.8791,-4.3868
4137,Renfrew,800.0,0.0,55.8791,-4.3868
4138,Renfrew,900.0,0.0,55.8791,-4.3868
4139,Renfrew,1000.0,0.0,55.8791,-4.3868
4140,Renfrew,1100.0,0.0,55.8791,-4.3868
4141,Renfrew,1200.0,0.0,55.8791,-4.3868
4142,Renfrew,1300.0,0.0,55.8791,-4.3868
4143,Renfrew,1400.0,0.0,55.8791,-4.3868
4144,Renfrew,1500.0,0.0,55.8791,-4.3868
4145,Renfrew,1550.0,1.0,55.8791,-4.3868
4146,Renfrew,1600.0,2.0,55.8791,-4.3868
4147,Renfrew,1650.0,3.0,55.8791,-4.3868
4148,Renfrew,1700.0,3.0,55.8791,-4.3868
4149,Renfrew,1750.0,4.0,55.8791,-4.3868
4150,Renfrew,1800.0,5.0,55.8791,-4.3868
4151,Renfrew,1850.0,7.0,55.8791,-4.3868
4152,Renfrew,1900.0,9.0,55.8791,-4.3868
4153,Renfrew,1950.0,13.0,55.8791,-4.3868
4154,Renfrew,2000.0,20.0,55.8791,-4.3868
4178,Rochdale,700.0,0.0,53.6136,-2.161
4179,Rochdale,800.0,0.0,53.6136,-2.161
4180,Rochdale,900.0,0.0,53.6136,-2.161
4181,Rochdale,1000.0,0.0,53.6136,-2.161
4182,Rochdale,1100.0,1.0,53.6136,-2.161
4183,Rochdale,1200.0,1.0,53.6136,-2.161
4184,Rochdale,1300.0,1.0,53.6136,-2.161
4185,Rochdale,1400.0,1.0,53.6136,-2.161
4186,Rochdale,1500.0,1.0,53.6136,-2.161
4187,Rochdale,1550.0,1.0,53.6136,-2.161
4188,Rochdale,1600.0,1.0,53.6136,-2.161
4189,Rochdale,1650.0,1.0,53.6136,-2.161
4190,Rochdale,1700.0,1.0,53.6136,-2.161
4191,Rochdale,1750.0,4.0,53.6136,-2.161
4192,Rochdale,1800.0,13.0,53.6136,-2.161
4193,Rochdale,1850.0,42.0,53.6136,-2.161
4194,Rochdale,1900.0,83.0,53.6136,-2.161
4195,Rochdale,1950.0,89.0,53.6136,-2.161
4196,Rochdale,2000.0,96.0,53.6136,-2.161
4197,Rochester,700.0,1.0,51.375,0.5
4198,Rochester,800.0,1.0,51.375,0.5
4199,Rochester,900.0,1.0,51.375,0.5
4200,Rochester,1000.0,1.0,51.375,0.5
4201,Rochester,1100.0,2.0,51.375,0.5
4202,Rochester,1200.0,2.0,51.375,0.5
4203,Rochester,1300.0,2.0,51.375,0.5
4204,Rochester,1400.0,1.0,51.375,0.5
4205,Rochester,1500.0,2.0,51.375,0.5
4206,Rochester,1550.0,2.0,51.375,0.5
4207,Rochester,1600.0,3.0,51.375,0.5
4208,Rochester,1650.0,3.0,51.375,0.5
4209,Rochester,1700.0,3.0,51.375,0.5
4210,Rochester,1750.0,5.0,51.375,0.5
4211,Rochester,1800.0,7.0,51.375,0.5
4212,Rochester,1850.0,17.0,51.375,0.5
4213,Rochester,1900.0,31.0,51.375,0.5
4214,Rochester,1950.0,29.0,51.375,0.5
4215,Rochester,2000.0,27.0,51.375,0.5
4227,Rotherham,700.0,0.0,53.43,-1.357
4228,Rotherham,800.0,0.0,53.43,-1.357
4229,Rotherham,900.0,1.0,53.43,-1.357
4230,Rotherham,1000.0,1.0,53.43,-1.357
4231,Rotherham,1100.0,2.0,53.43,-1.357
4232,Rotherham,1200.0,2.0,53.43,-1.357
4233,Rotherham,1300.0,3.0,53.43,-1.357
4234,Rotherham,1400.0,2.0,53.43,-1.357
4235,Rotherham,1500.0,3.0,53.43,-1.357
4236,Rotherham,1550.0,2.0,53.43,-1.357
4237,Rotherham,1600.0,2.0,53.43,-1.357
4238,Rotherham,1650.0,1.0,53.43,-1.357
4239,Rotherham,1700.0,1.0,53.43,-1.357
4240,Rotherham,1750.0,3.0,53.43,-1.357
4241,Rotherham,1800.0,8.0,53.43,-1.357
4242,Rotherham,1850.0,14.0,53.43,-1.357
4243,Rotherham,1900.0,54.0,53.43,-1.357
4244,Rotherham,1950.0,79.0,53.43,-1.357
4245,Rotherham,2000.0,117.0,53.43,-1.357
4254,Rowley Regis,700.0,0.0,52.48,-2.06
4255,Rowley Regis,800.0,0.0,52.48,-2.06
4256,Rowley Regis,900.0,0.0,52.48,-2.06
4257,Rowley Regis,1000.0,0.0,52.48,-2.06
4258,Rowley Regis,1100.0,1.0,52.48,-2.06
4259,Rowley Regis,1200.0,1.0,52.48,-2.06
4260,Rowley Regis,1300.0,2.0,52.48,-2.06
4261,Rowley Regis,1400.0,1.0,52.48,-2.06
4262,Rowley Regis,1500.0,1.0,52.48,-2.06
4263,Rowley Regis,1550.0,1.0,52.48,-2.06
4264,Rowley Regis,1600.0,1.0,52.48,-2.06
4265,Rowley Regis,1650.0,1.0,52.48,-2.06
4266,Rowley Regis,1700.0,1.0,52.48,-2.06
4267,Rowley Regis,1750.0,2.0,52.48,-2.06
4268,Rowley Regis,1800.0,5.0,52.48,-2.06
4269,Rowley Regis,1850.0,14.0,52.48,-2.06
4270,Rowley Regis,1900.0,35.0,52.48,-2.06
4271,Rowley Regis,1950.0,43.0,52.48,-2.06
4272,Rowley Regis,2000.0,52.0,52.48,-2.06
4282,Rugby,700.0,0.0,52.37,-1.26
4283,Rugby,800.0,0.0,52.37,-1.26
4284,Rugby,900.0,0.0,52.37,-1.26
4285,Rugby,1000.0,0.0,52.37,-1.26
4286,Rugby,1100.0,1.0,52.37,-1.26
4287,Rugby,1200.0,1.0,52.37,-1.26
4288,Rugby,1300.0,1.0,52.37,-1.26
4289,Rugby,1400.0,1.0,52.37,-1.26
4290,Rugby,1500.0,1.0,52.37,-1.26
4291,Rugby,1550.0,1.0,52.37,-1.26
4292,Rugby,1600.0,1.0,52.37,-1.26
4293,Rugby,1650.0,1.0,52.37,-1.26
4294,Rugby,1700.0,1.0,52.37,-1.26
4295,Rugby,1750.0,1.0,52.37,-1.26
4296,Rugby,1800.0,1.0,52.37,-1.26
4297,Rugby,1850.0,6.0,52.37,-1.26
4298,Rugby,1900.0,17.0,52.37,-1.26
4299,Rugby,1950.0,32.0,52.37,-1.26
4300,Rugby,2000.0,62.0,52.37,-1.26
4334,Salford,700.0,0.0,53.483,-2.2931
4335,Salford,800.0,0.0,53.483,-2.2931
4336,Salford,900.0,0.0,53.483,-2.2931
4337,Salford,1000.0,0.0,53.483,-2.2931
4338,Salford,1100.0,0.0,53.483,-2.2931
4339,Salford,1200.0,1.0,53.483,-2.2931
4340,Salford,1300.0,1.0,53.483,-2.2931
4341,Salford,1400.0,1.0,53.483,-2.2931
4342,Salford,1500.0,1.0,53.483,-2.2931
4343,Salford,1550.0,1.0,53.483,-2.2931
4344,Salford,1600.0,1.0,53.483,-2.2931
4345,Salford,1650.0,1.0,53.483,-2.2931
4346,Salford,1700.0,1.0,53.483,-2.2931
4347,Salford,1750.0,3.0,53.483,-2.2931
4348,Salford,1800.0,18.0,53.483,-2.2931
4349,Salford,1850.0,85.0,53.483,-2.2931
4350,Salford,1900.0,123.0,53.483,-2.2931
4351,Salford,1950.0,178.0,53.483,-2.2931
4352,Salford,2000.0,248.0,53.483,-2.2931
4353,Salisbury,700.0,0.0,51.074,-1.7936
4354,Salisbury,800.0,0.0,51.074,-1.7936
4355,Salisbury,900.0,0.0,51.074,-1.7936
4356,Salisbury,1000.0,0.0,51.074,-1.7936
4357,Salisbury,1100.0,0.0,51.074,-1.7936
4358,Salisbury,1200.0,1.0,51.074,-1.7936
4359,Salisbury,1300.0,8.0,51.074,-1.7936
4360,Salisbury,1400.0,5.0,51.074,-1.7936
4361,Salisbury,1500.0,8.0,51.074,-1.7936
4362,Salisbury,1550.0,7.0,51.074,-1.7936
4363,Salisbury,1600.0,6.0,51.074,-1.7936
4364,Salisbury,1650.0,6.0,51.074,-1.7936
4365,Salisbury,1700.0,7.0,51.074,-1.7936
4366,Salisbury,1750.0,9.0,51.074,-1.7936
4367,Salisbury,1800.0,8.0,51.074,-1.7936
4368,Salisbury,1850.0,12.0,51.074,-1.7936
4369,Salisbury,1900.0,17.0,51.074,-1.7936
4370,Salisbury,1950.0,26.0,51.074,-1.7936
4371,Salisbury,2000.0,40.0,51.074,-1.7936
4383,Sandwich,700.0,0.0,51.2747,1.3389
4384,Sandwich,800.0,0.0,51.2747,1.3389
4385,Sandwich,900.0,0.0,51.2747,1.3389
4386,Sandwich,1000.0,0.0,51.2747,1.3389
4387,Sandwich,1100.0,0.0,51.2747,1.3389
4388,Sandwich,1200.0,1.0,51.2747,1.3389
4389,Sandwich,1300.0,1.0,51.2747,1.3389
4390,Sandwich,1400.0,1.0,51.2747,1.3389
4391,Sandwich,1500.0,1.0,51.2747,1.3389
4392,Sandwich,1550.0,1.0,51.2747,1.3389
4393,Sandwich,1600.0,2.0,51.2747,1.3389
4394,Sandwich,1650.0,2.0,51.2747,1.3389
4395,Sandwich,1700.0,2.0,51.2747,1.3389
4396,Sandwich,1750.0,3.0,51.2747,1.3389
4397,Sandwich,1800.0,4.0,51.2747,1.3389
4398,Sandwich,1850.0,5.0,51.2747,1.3389
4399,Sandwich,1900.0,3.0,51.2747,1.3389
4400,Sandwich,1950.0,5.0,51.2747,1.3389
4401,Sandwich,2000.0,7.0,51.2747,1.3389
4413,Scarborough,700.0,1.0,54.2773,-0.4017
4414,Scarborough,800.0,1.0,54.2773,-0.4017
4415,Scarborough,900.0,1.0,54.2773,-0.4017
4416,Scarborough,1000.0,1.0,54.2773,-0.4017
4417,Scarborough,1100.0,1.0,54.2773,-0.4017
4418,Scarborough,1200.0,1.0,54.2773,-0.4017
4419,Scarborough,1300.0,2.0,54.2773,-0.4017
4420,Scarborough,1400.0,1.0,54.2773,-0.4017
4421,Scarborough,1500.0,1.0,54.2773,-0.4017
4422,Scarborough,1550.0,2.0,54.2773,-0.4017
4423,Scarborough,1600.0,2.0,54.2773,-0.4017
4424,Scarborough,1650.0,3.0,54.2773,-0.4017
