name,diocese,town,region,order,typeHouse,members,year,latitude,longitude,mother hou,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,founded,foundedSource
Vale Royal Abbey,,Whitegate and Marton,1,Cistercian,,Monks,1538,53.224722,-2.542634,Abbey Dore,518,6.249975242,2,1,0,1,0,0,2.969618941,0,0,CHESHIRE,1270,https://www.vra.co.uk/wp-content/uploads/2013/02/TheHistoryofValeRoyalAbbey.pdf
Vaudey Abbey,,Bourne,6,Cistercian,,Monks,1536,52.782222,-0.464444,Fountains,124,4.820281566,0,1,0,0,1,1,1.318523031,0,0,LINCOLNSHIRE,,
Walden Abbey,,Walden,7,Benedictine,,Monks,1538,52.020732,0.220993,,372,5.918893854,2,1,0,1,0,0,0.613050763,0,0,ESSEX,,
Wallingwells Priory,,Wallingwells,6,Benedictine,,Nuns,1539,53.35121,-1.142142,,58,4.060443011,3,1,0,0,1,0,2.106826116,1,58,NOTTINGHAMSHIRE,1145,https://www.british-history.ac.uk/vch/notts/vol2/pp89-90 says KS1 tagged middle
Walsingham,,Walsingham,7,Franciscan,"Friars Minor, Conventual",Friars,1538,52.893607,0.875403,Cambridge,,,2,0,1,0,1,0,1.703354497,0,,NORFOLK,,
Walsingham Priory,,Walsingham,7,Augustinian,Canons Regular,Canons,1538,52.893682,0.875779,,391,5.96870756,2,1,0,1,0,0,1.703634745,0,0,NORFOLK,,
Waltham Abbey,,Waltham Abbey,7,Augustinian,Canons Regular,Canons,1540,51.687611,-0.003454,,900,6.802394763,4,1,0,1,0,0,0.211398611,0,0,ESSEX,,
Wangford Priory,,Wangford,7,Benedictine,Cluniac,,1540,52.3546,1.6201,,30,3.401197382,4,1,0,0,1,0,1.932534191,0,0,SUFFOLK,,
Warbleton Priory,,Rushlake Green,9,Augustinian,Arrouaisian,Canons,1536,50.939298,0.334321,,51,3.931825633,0,1,0,0,1,0,0.728275727,0,0,SUSSEX,,
Wardon Abbey,,Old Warden,7,Cistercian,,Monks,1537,52.081389,-0.363333,Rievaulx,389,5.963579344,1,1,0,1,0,0,0.621791455,0,0,BEDFORDSHIRE,,
Ware Friary,,Ware,7,Franciscan,"Friars Minor, Conventual",Friars,1538,51.811063,-0.035083,Cambridge,,,2,0,1,0,1,0,0.312299139,0,,HERTFORDSHIRE,,
Wareham Priory,,Wareham,8,Carthusian,,Monks,1539,50.684135,-2.107525,,,,3,0,1,0,1,0,2.154034547,0,,DORSET,,
Warrington,,Warrington,1,Augustinian,Austin Friars,Friars,1539,53.386918,-2.593537,York,,,3,1,0,0,1,1,3.106543018,0,,LANCASHIRE,,
Warter Abbey,,Warter,3,Augustinian,,Canons,1536,53.942856,-0.67619,,143,4.96284463,0,1,0,0,1,1,2.496047428,0,0,"YORKSHIRE, EAST RIDING",1133,"https://historicengland.org.uk/listing/the-list/list-entry/1000605?section=official-list-entry Mentioned as founded before Missenden, which was founded in 1133"
Warwick Blackfriars,,Warwick,5,Dominican,,Friars,1538,52.279113,-1.593199,Oxford,,,2,0,1,0,1,0,1.663566009,0,,WARWICKSHIRE,,
Watton Priory,,Watton,3,Gilbertine,,Mixed,1539,53.934821,-0.442768,,360,5.886104031,3,0,1,1,0,1,2.446459931,0,0,"YORKSHIRE, EAST RIDING",1150,https://historicengland.org.uk/services-skills/education/educational-images/watton-priory-watton-east-yorkshire-1850
Waverley Abbey,,Farnham,9,Cistercian,,Monks,1536,51.202362,-0.75972,L'Aumone,174,5.159055299,0,1,0,0,1,0,0.71155981,0,0,SURREY,,
Welbeck Abbey,,Welbeck,6,Premonstratensian,,Canons,1538,53.261488,-1.168179,,249,5.517452896,2,0,1,1,0,0,2.042149877,0,0,NOTTINGHAMSHIRE,1153,https://historicengland.org.uk/listing/the-list/list-entry/1000556?section=official-list-entry
Wellow Abbey,,,6,Augustinian,,Canons,1536,53.559843,-0.085385,,95,4.553876892,0,1,0,0,1,1,2.050104045,0,0,LINCOLNSHIRE,,
Welnetham,,Little Welnetham,7,Crutched Friars,,Friars,1538,52.194984,0.759356,,,,2,0,1,0,1,0,1.113163111,0,,SUFFOLK,,
Wendling Abbey,,,7,Premonstratensian,,Canons,1536,52.678374,0.86681,,55,4.007333185,0,0,1,0,1,0,1.528118291,0,0,NORFOLK,,
Wenlock Priory,,Much Wenlock,5,Benedictine,Cluniac,,1539,52.597354,-2.55525,,401,5.993961427,3,1,0,1,0,0,2.66871483,0,0,SHROPSHIRE,,
West Acre Priory,,,7,Augustinian,,Canons,1538,52.703172,0.63372,,260,5.560681631,2,1,0,1,0,0,1.410281083,0,0,NORFOLK,,
West Dereham Abbey,,,7,Premonstratensian,,Canons,1539,52.578092,0.450236,,228,5.429345629,3,0,1,1,0,0,1.209886908,0,0,NORFOLK,,
West Peckham Preceptory,,,9,Augustinian,Knights Hospitaller,,1540,51.249473,0.360269,,63,4.143134726,4,1,0,0,1,0,0.54471205,0,0,KENT,,
Westminster Abbey,,Westminster,10,Benedictine,,Monks,1539,51.499411,-0.127232,,3470,8.151909873,3,1,0,1,0,0,0.013982859,0,0,MIDDLESEX,,
Westwood Priory,,Droitwich,5,Benedictine,,Nuns,1537,52.27,-2.174,,75,4.317488114,1,1,0,0,1,0,2.191877006,1,75,WORCESTERSHIRE,,
Wetheral,,Wetheral,1,Benedictine,,Monks,1538,54.879306,-2.829993,"St Mary's Abbey, York",117,4.762173935,2,1,0,0,1,1,4.325111162,0,0,CUMBERLAND,1106,"https://www.visitcumbria.com/car/wetheral-priory-gatehouse/#:~:text=Wetheral%20Priory%2C%20a%20house%20of,St%20Mary's%20Abbey%20in%20York."
Weybourne Priory,,,7,Augustinian,,Canons,1536,52.943532,1.141403,,28,3.33220451,0,1,0,0,1,0,1.908235259,0,0,NORFOLK,,
Weybridge Priory,,,7,Augustinian,,Canons,1536,52.647759,1.568062,,7,1.945910149,0,1,0,0,1,0,2.034118441,0,0,NORFOLK,,
Whalley Abbey,,Whalley,1,Cistercian,,Monks,1537,53.820441,-2.410518,Combermere,321,5.771441123,1,1,0,1,0,1,3.254737762,0,0,LANCASHIRE,1296,https://www.english-heritage.org.uk/visit/places/whalley-abbey-gatehouse/history/
Wherwell Abbey,,Wherwell,9,Benedictine,,Nuns,1539,51.16559,-1.44171,,339,5.826000107,3,1,0,1,0,0,1.367684788,1,339,HAMPSHIRE,,
Whistones Priory,,,5,Cistercian,,Nuns,1536,52.200226,-2.224088,,53,3.970291914,0,1,0,0,1,0,2.216212397,1,53,WORCESTERSHIRE,,
Whitby Abbey,,Whitby,3,Benedictine,,Monks,1540,54.488295,-0.607538,,437,6.079933195,4,1,0,1,0,1,3.018242976,0,0,"YORKSHIRE, NORTH RIDING",1078,https://www.english-heritage.org.uk/visit/places/whitby-abbey/history-and-stories/history
White Friars Hull,,Kingston Upon Hull,3,Carmelites,,,1539,53.742804,-0.345237,,,,3,0,1,0,1,1,2.244327275,0,,"YORKSHIRE, EAST RIDING",,
White Ladies Priory,,Boscobel,5,Augustinian,,Canonesses,1538,52.6657,-2.2584,,17,2.833213344,2,1,0,0,1,0,2.432391124,1,17,SHROPSHIRE,,
Whitefriars Newcastle Upon Tyne,,Newcastle Upon Tyne,2,Carmelites,,,1539,54.968389,-1.612735,,,,3,0,1,0,1,1,3.767544062,0,,NORTHUMBERLAND,,
"Whitefriars, Bristol",,Bristol,8,Carmelites,,,1538,51.454655,-2.598261,,,,2,0,1,0,1,0,2.480778437,0,,GLOUCESTERSHIRE,,
"Whitefriars, Coventry",,Coventry,5,Carmelites,,,1538,52.40502,-1.50148,,,,2,0,1,0,1,0,1.647665325,0,,WARWICKSHIRE,,
"Whitefriars, Gloucester",,Gloucester,8,Carmelites,,,1538,51.865524,-2.239784,,,,2,0,1,0,1,0,2.151264816,0,,GLOUCESTERSHIRE,,
"Whitefriars, Lincoln",,Lincoln,6,Carmelites,,,1539,53.22445,-0.54404,,,,3,0,1,0,1,1,1.766568336,0,,LINCOLNSHIRE,,
"Whitefriars, Norwich",,Norwich,7,Carmelites,,,1538,52.63572,1.301022,,,,2,0,1,0,1,0,1.811395255,0,,NORFOLK,,
Wigmore Abbey,,,5,Augustinian,Victorine,Canons,1538,52.336293,-2.866571,,261,5.564520407,2,1,0,1,0,0,2.869991805,0,0,HEREFORDSHIRE,,
Wilberfoss Priory,,Wilberfoss,3,Benedictine,,Nuns,1539,53.940974,-0.88941,,21,3.044522438,3,1,0,0,1,1,2.550402655,1,21,"YORKSHIRE, EAST RIDING",1153,https://www.british-history.ac.uk/vch/yorks/vol3/pp125-126 says before 1153
Willoughton Preceptory,,Temple Garth,6,Augustinian,Knights Hospitaller,,1540,53.4269,-0.6053,,174,5.159055299,4,1,0,0,1,1,1.977844648,0,0,LINCOLNSHIRE,,
Wilton Abbey,,Wilton,8,Benedictine,,Nuns,1539,51.07808,-1.856,,601,6.398594935,3,1,0,1,0,0,1.790768354,1,601,WILTSHIRE,,
Winchcombe Abbey,,Winchcombe,8,Benedictine,,Monks,1539,51.953333,-1.966944,,759,6.632001777,3,1,0,1,0,0,1.901254398,0,0,GLOUCESTERSHIRE,,
Winchelsea Greyfriars,,Winchelsea,9,Franciscan,"Friars Minor, Conventual",Friars,1538,50.921869,0.710201,London,,,2,0,1,0,1,0,1.015864469,0,,SUSSEX,,
Winchester Austin Friary,,Winchester,9,Augustinian,Austin Friars,Friars,1538,51.076111,-1.318111,Oxford,,,2,1,0,0,1,0,1.276043128,0,,HAMPSHIRE,,
Winchester Blackfriars,,Winchester,9,Dominican,,Friars,1538,51.061367,-1.308446,London,,,2,0,1,0,1,0,1.272083004,0,,HAMPSHIRE,,
Winchester Cathedral Priory,,Winchester,9,Benedictine,,Monks,1539,51.0613,-1.3134,,1507,7.317876199,3,1,0,1,0,0,1.276743428,0,0,HAMPSHIRE,,
Winchester Whitefriars,,Winchester,9,Carmelites,,Friars,1538,51.056971,-1.315023,,,,2,0,1,0,1,0,1.279789023,0,,HAMPSHIRE,,
Wintney Priory,,Wintney,9,Cistercian,,Nuns,1536,51.290855,-0.887532,,43,3.761200116,0,1,0,0,1,0,0.800031333,1,43,HAMPSHIRE,,
Witham Charterhouse,Bath Wells,Witham Friary,8,Carthusian,,Monks,1539,51.1686,-2.3675,,215,5.370638028,3,0,1,1,0,0,2.275160284,0,0,SOMERSET,,
Woburn Abbey,,Woburn,7,Cistercian,,Monks,1538,51.982866,-0.595787,Fountains,391,5.96870756,2,1,0,1,0,0,0.672151117,0,0,BEDFORDSHIRE,,
Wombridge Priory,,Wombridge,5,Augustinian,,Canons,1536,52.701468,-2.45854,,65,4.17438727,0,1,0,0,1,0,2.626262628,0,0,SHROPSHIRE,,
Woodbridge Priory,,Woodbridge,7,Augustinian,,Canons,1537,52.0931,1.3138,,50,3.912023005,1,1,0,0,1,0,1.546073485,0,0,SUFFOLK,,
Woodhouse Austin Friars,,Woodhouse,5,Augustinian,Austin Friars,Friars,1539,52.391416,-2.520123,Ludlow,,,3,1,0,0,1,0,2.558634139,0,,SHROPSHIRE,,
Woodkirk Priory,,Woodkirk,3,Augustinian,,Canons,1540,53.72133,-1.589574,Nostell,47,3.850147602,4,1,0,0,1,1,2.656165677,0,0,"YORKSHIRE, WEST RIDING",1135,"The Foundation of Nostell Priory, 1109-1153 p25"
Woodspring Priory,Bath Wells,Kewstoke,8,Augustinian,Victorine,Canons,1536,51.390967,-2.944774,,87,4.465908119,0,1,0,0,1,0,2.829179167,0,0,SOMERSET,,
Worcester,,Worcester,5,Franciscan,"Friars Minor, Conventual",Friars,1538,52.190157,-2.218337,Worcester,,,2,0,1,0,1,0,2.207625195,0,,WORCESTERSHIRE,,
Worcester Blackfriars,,Worcester,5,Dominican,,Friars,1538,52.193487,-2.224508,Oxford,,,2,0,1,0,1,0,2.214522328,0,,WORCESTERSHIRE,,
Worcester Priory,,Worcester,5,Benedictine,,Monks,1540,52.188738,-2.220732,,1290,7.162397497,4,1,0,1,0,0,2.209467492,0,0,WORCESTERSHIRE,,
Worksop Priory,,Worksop,6,Augustinian,,Canons,1539,53.303611,-1.115556,,239,5.476463552,3,1,0,1,0,0,2.05230575,0,0,NOTTINGHAMSHIRE,1131,https://southwellchurches.nottingham.ac.uk/worksop-priory/hhistory.php chose middle of range
Wormegay Priory,,,7,Augustinian,,Canons,1537,52.68671,0.443325,Pentney,35,3.555348061,1,1,0,0,1,0,1.303780831,0,0,NORFOLK,,
Wormsley Priory,,,5,Augustinian,Victorine,Canons,1539,52.131644,-2.8256,,83,4.418840608,3,1,0,0,1,0,2.777948436,0,0,HEREFORDSHIRE,,
Wroxall Priory,,Wroxall,5,Benedictine,,Nuns,1536,52.3341,-1.6758,,72,4.276666119,0,1,0,0,1,0,1.762262778,1,72,WARWICKSHIRE,,
Wroxton Abbey,,Wroxton,9,Augustinian,,Canons,1536,52.071359,-1.393646,,78,4.356708827,0,1,0,0,1,0,1.393607378,0,0,OXFORDSHIRE,,
Wykeham Priory,,Wykeham,3,Cistercian,,Nuns,1539,54.223885,-0.525026,,25,3.218875825,3,1,0,0,1,1,2.744223126,1,25,"YORKSHIRE, NORTH RIDING",1153,https://www.british-history.ac.uk/vch/yorks/vol3/pp182-184
Wymondham Abbey,,Wymondham,7,Benedictine,,Monks,1538,52.570556,1.108333,,211,5.351858133,2,1,0,1,0,0,1.621393516,0,0,NORFOLK,,
Wymondley Priory,,,7,Augustinian,,Canons,1537,51.93771,-0.228299,,29,3.36729583,1,1,0,0,1,0,0.441678235,0,0,HERTFORDSHIRE,,
Yarm Blackfriars,,Yarm,3,Dominican,,Friars,1538,54.506445,-1.352252,York,,,2,0,1,0,1,1,3.240650212,0,,"YORKSHIRE, NORTH RIDING",,
Yeaveley Preceptory,,Yeaveley,6,Augustinian,Knights Hospitaller,,1540,52.957327,-1.74541,,93,4.532599493,4,1,0,0,1,0,2.177818468,0,0,DERBYSHIRE,,
Yedingham Priory,,Yedingham,3,Benedictine,,Nuns,1539,54.206767,-0.628267,,21,3.044522438,3,1,0,0,1,1,2.744598809,1,21,"YORKSHIRE, NORTH RIDING",1163,https://www.british-history.ac.uk/vch/yorks/vol3/pp127-129
York Austin Friars,,York,3,Augustinian,Austin Friars,Friars,1538,53.960151,-1.085495,York,,,2,1,0,0,1,1,2.634215824,0,,"YORKSHIRE, EAST RIDING",,
York Blackfriars,,York,3,Dominican,,Friars,1538,53.957959,-1.090136,York,,,2,0,1,0,1,1,2.63388634,0,,"YORKSHIRE, EAST RIDING",,
York Franciscan Friary,,York,3,Franciscan,"Friars Minor, Conventual",Friars,1538,53.955094,-1.08135,York,,,2,0,1,0,1,1,2.627990721,0,,"YORKSHIRE, EAST RIDING",,
York Greyfriars,,York,3,Franciscan,"Friars Minor, Conventual",Friars,1538,53.95518,-1.081075,,,,2,0,1,0,1,1,2.627969955,0,,"YORKSHIRE, EAST RIDING",,
York Whitefriars,,York,3,Carmelites,,,1538,53.958734,-1.076397,,,,2,0,1,0,1,1,2.629568661,0,,"YORKSHIRE, EAST RIDING",,
